title,href,price,property_type
3 Bed House in Katlehong,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/katlehong/T4526822,R 1 263 375,House
3 Bed House in Liefde en Vrede,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/liefde-en-vrede/T4492773,R 1 263 375,House
3 Bed House in Mulbarton,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mulbarton/T4411245,R 1 263 375,House
3 Bed House in Oakdene,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/oakdene/T4410987,R 1 263 375,House
3 Bed House in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/T4310740,R 1 263 375,House
3 Bed House in Mulbarton,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mulbarton/T4305138,R 1 263 375,House
3 Bed House in Oakdene,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/oakdene/T4295346,R 1 263 375,House
3 Bed House in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/T4256817,R 1 263 375,House
3 Bed House in Liefde en Vrede,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/liefde-en-vrede/T4148178,R 1 263 375,House
3 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/5437-parsons-glory-blvd/T4542591,R 1 268 863,House
3 Bed House in Winchester Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/winchester-hills/5027-leopards-rest-lifestyle-estate/5027-wolly-burger-cresent-street/T4526128,R 1 269 463,House
3 Bed House in Katlehong,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/katlehong/5525-leopards-rest-lifestyle-estate/5525-wolly-burger-cresent-street/T4524210,R 1 269 463,House
3 Bed Townhouse in Oakdene,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/oakdene/258-waterfront-mews/8-amanda-avenue/T4483499,R 1 270 000,Townhouse
3 Bed Townhouse in Liefde en Vrede,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/liefde-en-vrede/2-avon-1/68-klipview-road/T4343422,R 1 270 000,Townhouse
3 Bed Townhouse in Winchester Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/winchester-hills/T4089678,R 1 270 000,Townhouse
3 Bed Townhouse in Glen Eagles,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenanda/T4481249,R 1 270 000,Townhouse
3 Bed House in Rosettenville,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/rosettenville/T4503805,R 1 272 000,House
4 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/T4137601,R 1 272 000,House
4 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/T4125707,R 1 272 350,House
4 Bed House in Katlehong,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/katlehong/55-amanda-street/T4437376,R 1 273 450,House
4 Bed House in Katlehong,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/katlehong/97-kgotso-street/T4431631,R 1 273 450,House
4 Bed House in Katlehong,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/katlehong/62-omega-street/T4428089,R 1 273 450,House
4 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/64-amanda-street/T4428075,R 1 273 450,House
4 Bed House in Palmridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/katlehong/36-palm-street/T4425260,R 1 273 450,House
4 Bed House in Palmridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/katlehong/58-melon-street/T4437380,R 1 273 450,House
4 Bed House in Katlehong,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/katlehong/27-mainline-street/T4431637,R 1 273 450,House
4 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/55-vavi-street/T4420102,R 1 273 450,House
4 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/7890-milano/7890-stark-rd/T4419896,R 1 273 450,House
4 Bed House in Katlehong,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/katlehong/67-mpho-street/T4416285,R 1 273 450,House
4 Bed House in Katlehong,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/katlehong/77-lamp-street/T4415321,R 1 273 450,House
3 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/T4536197,R 1 273 450,House
4 Bed House in Mulbarton,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mulbarton/T4529526,R 1 273 450,House
4 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/T4528262,R 1 273 450,House
4 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/T4528147,R 1 273 450,House
4 Bed House in Eikenhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/eikenhof/T4526280,R 1 273 450,House
4 Bed House in Katlehong,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/katlehong/T4526212,R 1 273 450,House
4 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/T4517148,R 1 273 450,House
4 Bed House in Katlehong,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/katlehong/T4515638,R 1 273 450,House
4 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/T4511694,R 1 273 450,House
2 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4538628,R 980 000,House
3 Bed Townhouse in Bellairspark,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bellairspark/T4508841,R 980 000,Townhouse
2 Bed Duplex in Sundowner,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sundowner/11-sundowner-village/770-douglas-crescent/T4509443,R 985 000,Duplex
2 Bed Apartment in Noordhang,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/noordhang/1613-canvas-eighty2/1-canvas-road/T4392930,R 990 000,Apartment
3 Bed Townhouse in Sharonlea,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sharonlea/15-ss-ululapa/681-malibongwe-drive/T4452400,R 990 000,Townhouse
4 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/223-afghanistan-avenue/T4446585,R 990 000,House
1 Bed Apartment in Kya Sands,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/kya-sands/cel1484-celebration-retirement-estate/401-northumberland-avenue/T4336743,R 990 000,Apartment
1 Bed Apartment in North Riding AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/111-celebration-retirement-estate/404-northumberland-drive-northumberland/T4403758,R 990 000,Apartment
2 Bed Apartment in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4491421,R 990 000,Apartment
3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4460802,R 990 000,House
3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4441234,R 990 000,House
3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4415877,R 990 000,House
2 Bed Townhouse in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/T4425687,R 990 000,Townhouse
3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4335207,R 994 000,House
7 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/2-yemen/T4420616,R 995 000,House
3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/57-china/T4323283,R 995 000,House
8 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/40-seychelles/T4311299,R 995 000,House
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/1863-masai-lofts/232-denver-street/T4308947,R 995 000,Apartment
2 Bed House in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/1-masia-lofts/5092-roe-streer/T4387611,R 995 000,House
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/789-masai-lofts/789-hillary-rd/T4364961,R 995 000,Apartment
3 Bed House in Kya Sands,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/kya-sands/T4250603,R 970 000,House
2 Bed Townhouse in Noordhang,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/noordhang/T4398680,R 970 000,Townhouse
2 Bed Apartment in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4465407,R 970 000,Apartment
3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/58-ukraine/T4349996,R 975 000,House
2 Bed Apartment in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/15-jackal-creek/00-boundary-road/T4266082,R 975 000,Apartment
2 Bed Apartment in Jackal Creek Golf Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/jackal-creek-northriding/937-oakhill/209-boundary-road/T4234034,R 975 000,Apartment
5 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4499865,R 975 000,House
3 Bed Townhouse in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/63-tristan-place/maple-drive/T3800638,R 975 000,Townhouse
2 Bed Apartment in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4266054,R 975 000,Apartment
2 Bed Apartment in Northgate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northgate/T4275204,R 975 515,Apartment
2 Bed Apartment in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4284014,R 975 520,Apartment
2 Bed Apartment in Jackal Creek Golf Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/jackal-creek-northriding/T4379374,R 980 000,Apartment
3 Bed Apartment in Sonneglans,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sonneglans/26-ss-castello/8-witdoring-road/T4244493,R 980 000,Apartment
3 Bed Townhouse in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/0-peppertree-lane/14-maple-drive/T4173973,R 980 000,Townhouse
3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/1-mania/T4503955,R 980 000,House
3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4475150,R 980 000,House
2 Bed Apartment in Olivedale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/olivedale/T4428572,R 980 000,Apartment
2 Bed Apartment in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4294462,R 980 000,Apartment
4 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4514325,R 980 000,House
4 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4512321,R 980 000,House
2 Bed Apartment in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/855-masai-lofts/855-heights-rd/T4379881,R 995 000,Apartment
2 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/8-masai-lofts/8-malibongwe-drive/T4347187,R 995 000,House
2 Bed House in Lanseria and surrounds,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/lanseria-and-surrounds/22-masai-lofts/22-lion-park-stree/T4344165,R 995 000,House
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/286-masai/68-pride-street/T4344090,R 995 000,Apartment
2 Bed Apartment in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/419-masai/48-reemy-street/T4330422,R 995 000,Apartment
2 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/237-masai/17-reebok-street/T4323019,R 995 000,House
2 Bed Apartment in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/821-masai/40-flamingo-street/T4311873,R 995 000,Apartment
3 Bed House in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/1-masai-lofts/1-leopard-street/T4310136,R 995 000,House
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/765-lion-pride-lifestyle-estate-nietgedacht-535-jq-johannesburg-south-africa/T4303882,R 995 000,Apartment
2 Bed Apartment in Nooitgedacht,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/1-masia-lofts/567-malibongwe-drive/T4301884,R 995 000,Apartment
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/580-masai/41-lion-street/T4291771,R 995 000,Apartment
2 Bed Apartment in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/2175-masai/76-coyote-street/T4271523,R 995 000,Apartment
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/146-masai/94-coyote-street/T4259370,R 995 000,Apartment
2 Bed House in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/1-lion-pride-lifestyle-estate/5678-malibongwe-street/T4258479,R 995 000,House
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/40-masai/43-oslo-street/T4252654,R 995 000,Apartment
2 Bed Apartment in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/576-masai/70-mahogany-street/T4245032,R 995 000,Apartment
2 Bed House in Lanseria and surrounds,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/lanseria-and-surrounds/270-masai/53-moeti-street/T4243619,R 995 000,House
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/212-masai/62-blueberry-street/T4237578,R 995 000,Apartment
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/447-masai/57-oxy-street/T4225377,R 995 000,Apartment
2 Bed House in Nooitgedacht,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/10-masai-lofts-estate/10-malibongwe-drive/T4210417,R 995 000,House
2 Bed Apartment in Lanseria and surrounds,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/lanseria-and-surrounds/2475-lion-pride-lifestyle-estate/T4354426,R 995 000,Apartment
2 Bed Apartment in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/589-masai-lofts-at-lion-pride-lifestyle-estate/T4340657,R 995 000,Apartment
2 Bed House in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/1-masia-lofts/2345-osolo-street/T4316666,R 995 000,House
2 Bed Apartment in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/2589-masia-lofts-at-lion-pride-lifestyle-estate-cnr-malibongwe-dr-r114-nietgedacht-535-jq-johannesbu/T4297401,R 995 000,Apartment
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/9872-masai-lofts/3-tuckscan-street/T4293022,R 995 000,Apartment
2 Bed Apartment in Lanseria and surrounds,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/lanseria-and-surrounds/25-305-masia-lofts-at-lion-pride-lifestyle-estate-cnr-malibongwe-dr-r114-nietgedacht-535-jq-johann/T4291342,R 995 000,Apartment
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/890-masia-lofts-at-lion-pride-lifestyle-estate-cnr-malibongwe-dr-r114-nietgedacht-535-jq-johannesbu/T4286180,R 995 000,Apartment
2 Bed Apartment in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/1596-masia-lofts-at-lion-pride-lifestyle-estate-cnr-malibongwe-dr-r114-nietgedacht-535-jq-johannesbu/T4279126,R 995 000,Apartment
2 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/1-masia-lofts/890-osolo-street/T4278392,R 995 000,House
2 Bed Apartment in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/2-2355-masia-lofts-at-lion-pride-lifestyle-estate-cnr-malibongwe-dr-r114-nietgedacht-535-jq-johan/T4275760,R 995 000,Apartment
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/356-masai-lofts/356-owl-rd/T4274209,R 995 000,Apartment
2 Bed Apartment in Kya Sands,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/kya-sands/741-masai-lofts/741-rose-rd/T4270090,R 995 000,Apartment
2 Bed Apartment in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/345-masia-lofts-at-lion-pride-lifestyle-estate-cnr-malibongwe-dr-r114-nietgedacht-535-jq-johannesbu/T4236735,R 995 000,Apartment
2 Bed House in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/1-masia-lofts/456-roe-streert/T4215307,R 995 000,House
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/9-masai-at-lion-pride-lifestyle-estate-nietgedacht-535-jq-johannesburg-south-africa/T4215108,R 995 000,Apartment
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/5624-masai-lofts/5-tod-street/T4211257,R 995 000,Apartment
2 Bed Apartment in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/305-masai-at-lion-pride-lifestyle-estate-nietgedacht-535-jq-johannesburg-south-africa/T4208140,R 995 000,Apartment
2 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/1-masia-lofts/5678-roe-streert/T4194282,R 995 000,House
2 Bed Apartment in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/8-masia-lofts-at-lion-pride-lifestyle-estate-cnr-malibongwe-dr-r114-nietgedacht-535-jq-johannesbu/T4173023,R 995 000,Apartment
2 Bed Apartment in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/7-masia-lofts-at-lion-pride-lifestyle-estate-cnr-malibongwe-dr-r114-nietgedacht-535-jq-johannesbu/T4147966,R 995 000,Apartment
2 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/4-masai-lofts/4-malibongwe-drive/T4184805,R 995 000,House
3 Bed Apartment in Lanseria and surrounds,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/lanseria-and-surrounds/1-masia-lofts/560-malibongwe-street/T4182895,R 995 000,Apartment
2 Bed Apartment in Lanseria and surrounds,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/lanseria-and-surrounds/1-masai-lofts/567-malibongwe-street/T4179066,R 995 000,Apartment
2 Bed House in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/1-masai-security-estate/555-masia-street/T4148792,R 995 000,House
2 Bed Apartment in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/778-masia/32-easton-street/T4132257,R 995 000,Apartment
2 Bed Apartment in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/214-masia/67-west-street/T4118935,R 995 000,Apartment
2 Bed Apartment in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/T4522903,R 995 000,Apartment
3 Bed Townhouse in Sundowner,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sundowner/T4499670,R 995 000,Townhouse
2 Bed Duplex in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4490130,R 995 000,Duplex
2 Bed Apartment in Lanseria and surrounds,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/lanseria-and-surrounds/T4352665,R 995 000,Apartment
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/218-masai-lofts-lion-pride/1-cnr-malibongwe-drive-r114/T4345880,R 995 000,Apartment
2 Bed Apartment in Kya Sands,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/kya-sands/T4343442,R 995 000,Apartment
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/T4336934,R 995 000,Apartment
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/T4326785,R 995 000,Apartment
Loft in Northgate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northgate/T4306752,R 995 000,Loft
2 Bed Apartment in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4285904,R 995 000,Apartment
2 Bed Apartment in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4281003,R 995 000,Apartment
2 Bed Apartment in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4271987,R 995 000,Apartment
5 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4271402,R 995 000,House
2 Bed Apartment in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4259653,R 995 000,Apartment
2 Bed Apartment in Lanseria and surrounds,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/lanseria-and-surrounds/1-lion-pride-lifestyle-estate/2356-malibongwe-drive/T4250960,R 995 000,Apartment
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/T4250297,R 995 000,Apartment
2 Bed Apartment in Lanseria and surrounds,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/lanseria-and-surrounds/T4237890,R 995 000,Apartment
2 Bed Apartment in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4209687,R 995 000,Apartment
2 Bed Apartment in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/1-masia-lofts/560-malibongwe-street/T4207394,R 995 000,Apartment
2 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/1-masia-lofts/345-malibongwe-street/T4195162,R 995 000,House
3 Bed Apartment in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/T4182176,R 995 000,Apartment
2 Bed Apartment in Lanseria and surrounds,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/lanseria-and-surrounds/T4164076,R 995 000,Apartment
2 Bed Apartment in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4160143,R 995 000,Apartment
2 Bed Townhouse in Kya Sands,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/kya-sands/T4150323,R 995 000,Townhouse
3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4116711,R 995 000,House
2 Bed House in Lanseria and surrounds,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/lanseria-and-surrounds/60-masai-lofts-estate/60-lizards-street/T4357175,R 995 000,House
2 Bed House in Nietgedacht AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/nooitgedacht/16-masai-lofts/16-reebok-street/T4335493,R 995 000,House
2 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/40-masai-lofts/40-reebok-street/T4314621,R 995 000,House
