title,href,price,property_type
3 Bed House in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4523212,R 1 789 000,House
3 Bed House in Johannesburg North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/johannesburg-north/T4510104,R 1 789 000,House
3 Bed Townhouse in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/67-shady-woods-209-san-marco-street/T4202072,R 1 790 000,Townhouse
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/T4222489,R 770 000,Apartment
2 Bed Apartment in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/T4222487,R 770 000,Apartment
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/T4215823,R 770 000,Apartment
2 Bed Apartment in Ridgeway,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ridgeway/T4214066,R 770 000,Apartment
2 Bed Apartment in Meredale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/meredale/T4214062,R 770 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/T4211583,R 770 000,Apartment
2 Bed Apartment in Mulbarton,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mulbarton/T4208917,R 770 000,Apartment
2 Bed Apartment in Ridgeway,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ridgeway/T4204482,R 770 000,Apartment
2 Bed Apartment in Oakdene,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/oakdene/T4204455,R 770 000,Apartment
2 Bed Apartment in Suideroord,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/suideroord/T4202547,R 770 000,Apartment
2 Bed Apartment in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/T4196900,R 770 000,Apartment
2 Bed Apartment in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/T4182819,R 770 000,Apartment
2 Bed Apartment in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/T4177764,R 770 000,Apartment
3 Bed Townhouse in Ormonde,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ormonde/T4117714,R 770 000,Townhouse
2 Bed Apartment in Oakdene,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/oakdene/132-route82-security-village/146-paul-road/T4515546,R 770 000,Apartment
2 Bed Apartment in Ridgeway,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ridgeway/122-route82-security-village/1-tambotie-street/T4513564,R 770 000,Apartment
2 Bed Townhouse in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/T4406280,R 770 000,Townhouse
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/146-route-82-security-village/1-tambotie-road/T4387324,R 770 000,Apartment
2 Bed Apartment in Mondeor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mondeor/171-route-82-security-village/1-tambotie-street/T4379579,R 770 000,Apartment
2 Bed Apartment in Ridgeway,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ridgeway/111-route-82-security-village/146-paul-road/T4375798,R 770 000,Apartment
2 Bed Apartment in Liefde en Vrede,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/liefde-en-vrede/T4284697,R 770 000,Apartment
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/T4280679,R 770 000,Apartment
2 Bed Apartment in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/T4280673,R 770 000,Apartment
2 Bed Apartment in Mondeor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mondeor/T4276573,R 770 000,Apartment
2 Bed Townhouse in Mondeor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mondeor/T4271529,R 770 000,Townhouse
2 Bed Apartment in Alan Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alan-manor/T4267740,R 770 000,Apartment
2 Bed Apartment in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/T4262503,R 770 000,Apartment
1.5 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/T4262029,R 770 000,Apartment
2 Bed Apartment in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/T4261270,R 770 000,Apartment
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/T4260651,R 770 000,Apartment
2 Bed Apartment in Alan Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alan-manor/T4252888,R 770 000,Apartment
2 Bed Apartment in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/T4251281,R 770 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/T4243314,R 770 000,Apartment
2 Bed Apartment in Ridgeway,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ridgeway/T4241120,R 770 000,Apartment
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/T4239710,R 770 000,Apartment
2 Bed Apartment in Ormonde,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ormonde/T4236875,R 770 000,Apartment
2 Bed Apartment in Ormonde,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ormonde/T4233371,R 770 000,Apartment
2 Bed Apartment in Southdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/robertsham/T4230864,R 770 000,Apartment
2 Bed Apartment in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/T4229869,R 770 000,Apartment
2 Bed Apartment in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/T4228245,R 770 000,Apartment
2 Bed Apartment in Liefde en Vrede,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/liefde-en-vrede/T4529529,R 770 000,Apartment
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/T4510219,R 770 000,Apartment
2 Bed Apartment in Suideroord,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/suideroord/T4486837,R 770 000,Apartment
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/T4466980,R 770 000,Apartment
2 Bed Apartment in Ormonde,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ormonde/193-route-82-security-village-1/106-paul-street/T4439039,R 770 000,Apartment
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/T4431155,R 770 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/T4408140,R 770 000,Apartment
2 Bed Apartment in Alan Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alan-manor/T4390862,R 770 000,Apartment
2 Bed Apartment in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/T4385237,R 770 000,Apartment
2 Bed Apartment in Oakdene,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/oakdene/T4385229,R 770 000,Apartment
2 Bed Apartment in South Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/south-hills/T4385228,R 770 000,Apartment
2 Bed Apartment in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/T4385225,R 770 000,Apartment
2 Bed Apartment in South Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/south-hills/T4353553,R 770 000,Apartment
2 Bed Apartment in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/T4351606,R 770 000,Apartment
2 Bed Apartment in Ridgeway,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ridgeway/T4346070,R 770 000,Apartment
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/T4345850,R 770 000,Apartment
2 Bed Apartment in Olifantsvlei,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/T4343974,R 770 000,Apartment
2 Bed Apartment in Mondeor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mondeor/T4336430,R 770 000,Apartment
2 Bed Apartment in South Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/south-hills/T4317747,R 770 000,Apartment
2 Bed Apartment in Oakdene,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/oakdene/T4285044,R 770 000,Apartment
2 Bed Apartment in South Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/south-hills/470-route-82-security-village/1-tambotie-drive/T4237571,R 770 000,Apartment
2 Bed Apartment in Linmeyer,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/linmeyer/146-route-82-security-village/146-paul-road/T4214104,R 770 000,Apartment
2 Bed Apartment in Booysens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ormonde/612-route-82-security-village/1-tambotie-road/T4212080,R 770 000,Apartment
2 Bed Apartment in Southdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/robertsham/607-route-82-security-village/146-paul-road/T4204231,R 770 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/265-route-82-security-village/146-paul-road/T4188555,R 770 000,Apartment
2 Bed Apartment in Ridgeway,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ridgeway/511-route-82-security-village/146-paul-road/T4165949,R 770 000,Apartment
2 Bed Apartment in Suideroord,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/suideroord/305-route-82-security-village/146-paul-road/T4153350,R 770 000,Apartment
2 Bed Apartment in Ormonde,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ormonde/143-route-82-security-village/106-paul-street/T4483925,R 770 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/108-route-82-security-village-1/106-paul-road/T4445535,R 770 000,Apartment
3 Bed House in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/31-rodger-street/T4420732,R 770 000,House
2 Bed Apartment in Southfork,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/117-route-82-security-village-2/106-paul-street/T4400054,R 770 000,Apartment
2 Bed House in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/217-route-82-security-village-1/106-paul-street/T4389962,R 770 000,House
2 Bed House in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/110-route-82-security-village-1/106-paul-street/T4336253,R 770 000,House
2 Bed Apartment in Oakdene,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/oakdene/264-route-82-security-village/1-tambotie-road/T4148241,R 770 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/254-route-82-security-village/1-tambotie-road/T4146246,R 770 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/141-route-82-security-complex-village-1/106-paul-street-kibler-park/T4136144,R 770 000,Apartment
2 Bed Apartment in Mondeor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mondeor/T4544021,R 770 000,Apartment
2 Bed Apartment in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/T4535433,R 770 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/T4531052,R 770 000,Apartment
2 Bed Apartment in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/T4529627,R 770 000,Apartment
2 Bed Apartment in South Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/south-hills/231-route-82-security-village/1-morula-street/T4484167,R 770 000,Apartment
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/191-route-82-security-village/146-paul-road/T4479816,R 770 000,Apartment
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/241-route-82-security-village/1-tambotie-road/T4389258,R 770 000,Apartment
2 Bed Apartment in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/269-route-82-security-village/1-tambotie-road/T4349832,R 770 000,Apartment
2 Bed Apartment in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/189-route-82-security-village/146-paul-road/T4340372,R 770 000,Apartment
2 Bed Apartment in Alan Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alan-manor/609-route-82-security-village/146-paul-road/T4324493,R 770 000,Apartment
2 Bed Apartment in Ridgeway,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ridgeway/298-route-82-security-village/146-paul-road/T4315229,R 770 000,Apartment
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/288-route-82-security-village/1-tambotie-road/T4311359,R 770 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/258-route-82-security-village/1-tambotie-road/T4311210,R 770 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/258-route-82-security-village/146-paul-road/T4311175,R 770 000,Apartment
2 Bed Apartment in Aeroton,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/aeroton/146-route-82-security-village/146-paul-road/T4307710,R 770 000,Apartment
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/218-route-82-security-village/1-tambotie-road/T4301747,R 770 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/178-route-82-security-village/1-tambotie-road/T4297261,R 770 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/108-route-82-security-village/1-tambotie-road/T4289361,R 770 000,Apartment
2 Bed Apartment in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/908-route-82-security-village/146-paul-road/T4285066,R 770 000,Apartment
2 Bed Apartment in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/471-route-82-security-village/1-tamboti-street/T4285035,R 770 000,Apartment
2 Bed Apartment in Booysens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ormonde/708-route-82-security-village/146-paul-road/T4282846,R 770 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/177-route-82-security-village/146-paul-road/T4256849,R 770 000,Apartment
2 Bed Apartment in South Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/south-hills/145-route-82-security-village/1-willow-street/T4254458,R 770 000,Apartment
2 Bed Apartment in Suideroord,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/suideroord/093-route-82-security-village/1-tamboti-street/T4253701,R 770 000,Apartment
2 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/T4186957,R 760 000,House
2 Bed House in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/T4420462,R 760 000,House
2 Bed Apartment in The Hill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/the-hill/T4521259,R 760 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/T4481569,R 760 000,Apartment
2 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/5-garthview/T4197680,R 764 000,House
2 Bed Townhouse in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/T4017094,R 764 050,Townhouse
2 Bed Apartment in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/T4350123,R 765 000,Apartment
2 Bed Apartment in Ormonde,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ormonde/T4084731,R 765 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/2-ss-berrywood/17-vickery-avenue/T4158505,R 769 000,Apartment
2 Bed Townhouse in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/2-berrywood/17-vickery-avenue/T4142546,R 769 000,Townhouse
2 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/2020-sky-city/2020-trent-rd/T4344493,R 769 050,House
2 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/8520-sky-city/8520-sword-rd/T4336670,R 769 050,House
2 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/T4542032,R 769 200,House
2 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/T4541449,R 769 200,House
2 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/T4539996,R 769 200,House
3 Bed House in Southfork,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/45-ss-southfork/55-friuli-street/T4465102,R 770 000,House
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/488-route-82-security-estate-village-1b/488-7-willow-street/T4429502,R 770 000,Apartment
3 Bed House in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/23806-vesting-street/Z47743,R 770 000,House
2 Bed Apartment in Ridgeway,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ridgeway/289-route-82-security-village/1-willow-street/T4353505,R 770 000,Apartment
2 Bed Apartment in Alan Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alan-manor/308-route-82-security-village/1-paul-road/T4315232,R 770 000,Apartment
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/158-route-82-security-village/1-tambotie-road/T4293532,R 770 000,Apartment
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/908-route-82-security-village/1-willow-road/T4285050,R 770 000,Apartment
2 Bed House in Meredale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/meredale/317-route-82-security-village/1-willow-street/T4272706,R 770 000,House
2 Bed Apartment in South Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/south-hills/217-route-82-security-village/1-paul-road/T4262235,R 770 000,Apartment
2 Bed Apartment in Aeroton,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/aeroton/207-route-82-security-village/1-paul-road/T4260571,R 770 000,Apartment
2 Bed Apartment in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/286-route-82-security-village/146-paul-road/T4231995,R 770 000,Apartment
2 Bed Apartment in South Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/south-hills/146-route-82-security-village/146-paul-road/T4224921,R 770 000,Apartment
2 Bed Apartment in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/226-route-82-security-village/1-tambotie-street/T4223304,R 770 000,Apartment
2 Bed Apartment in Southdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/robertsham/146-route-82-security-village/1-tambotie-drive/T4218752,R 770 000,Apartment
2 Bed Apartment in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/106-route-82-security-village/1-paul-road/T4195000,R 770 000,Apartment
2 Bed Apartment in Ridgeway,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ridgeway/212-route-82-security-village/1-tamboti-street/T4188579,R 770 000,Apartment
2 Bed Apartment in Suideroord,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/suideroord/245-route-82-security-village/1-paul-road/T4184874,R 770 000,Apartment
2 Bed Apartment in Mulbarton,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mulbarton/152-route-82-security-complex-village-1/499-paul-street-kibler-park/T4172609,R 770 000,Apartment
2 Bed Apartment in South Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/south-hills/1-route-82-security-village/1-tambotie-drive/T4162582,R 770 000,Apartment
2 Bed Apartment in Ormonde,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ormonde/262-route82-security-village/1-morula-street/T4535049,R 770 000,Apartment
2 Bed Apartment in Glenanda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenanda/234-route82-security-village/1-morula-street/T4532829,R 770 000,Apartment
2 Bed Apartment in Mondeor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mondeor/192-route82-security-village/146-paul-road/T4524499,R 770 000,Apartment
3 Bed Apartment in Mondeor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/mondeor/802-route82-security-village/146-paul-road/T4509161,R 770 000,Apartment
2 Bed Apartment in Southdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/robertsham/251-route-82-security-village/1-tambotie-road/T4488022,R 770 000,Apartment
2 Bed Apartment in Oakdene,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/oakdene/103-route-82-security-village/1-tamboti-street/T4485438,R 770 000,Apartment
3 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/T4396937,R 750 000,House
2 Bed Apartment in Liefde en Vrede,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/liefde-en-vrede/T4252869,R 750 000,Apartment
2 Bed House in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/T4450145,R 750 000,House
3 Bed House in Palmridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/katlehong/T4308746,R 750 000,House
2 Bed Apartment in Mayfield Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/T4279884,R 750 000,Apartment
3 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/T4456242,R 750 000,House
2 Bed House in Ap Khumalo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/katlehong/T4534096,R 750 000,House
2 Bed Townhouse in Winchester Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/winchester-hills/00-winchester-hills/T4541653,R 750 000,Townhouse
2 Bed Townhouse in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/T4517349,R 750 000,Townhouse
3 Bed House in Turffontein,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/turffontein/T4470970,R 750 000,House
3 Bed House in Sky City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/sky-city/T4396759,R 750 000,House
2 Bed Apartment in Olifantsvlei,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/59-route-82-apartments/59-vereeniging-road/T4291887,R 755 000,Apartment
2 Bed Townhouse in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/960-tamboti-street/T4179155,R 755 000,Townhouse
3 Bed House in La Rochelle,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/rosettenville/52a-eleventh-street/T4249911,R 755 000,House
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/T4307460,R 755 000,Apartment
2 Bed Apartment in Ormonde,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ormonde/T4302584,R 755 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/T4301715,R 755 000,Apartment
2 Bed Apartment in Kibler Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/kibler-park/T4299480,R 755 000,Apartment
2 Bed Apartment in Oakdene,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/oakdene/T4294744,R 755 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/T4292874,R 755 000,Apartment
2 Bed Apartment in Alan Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alan-manor/T4291576,R 755 000,Apartment
2 Bed Apartment in Naturena,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/naturena/T4288609,R 755 000,Apartment
2 Bed Apartment in Ridgeway,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ridgeway/T4287127,R 755 000,Apartment
2 Bed Apartment in Glenvista,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/glenvista/T4278589,R 755 000,Apartment
2 Bed Townhouse in Ridgeway,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ridgeway/T4229491,R 755 000,Townhouse
2 Bed House in Ormonde,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ormonde/T4106782,R 755 000,House
