Province,City,Suburb,Area,Listed,Sold,Inventory
gauteng,west-rand,krugersdorp,tarlton,2,,
gauteng,west-rand,krugersdorp,wentworth-park,54,,
gauteng,west-rand,krugersdorp,west-village,16,,
gauteng,west-rand,krugersdorp,wildtuinpark,48,,
gauteng,west-rand,randfontein,azaadville-gardens,23,,
gauteng,west-rand,randfontein,culemborg-park,76,,
gauteng,west-rand,randfontein,eike-park,43,2.0,21.5
gauteng,west-rand,randfontein,finsbury,45,,
gauteng,west-rand,randfontein,greenhills,426,1.0,426.0
gauteng,west-rand,randfontein,helikon-park,100,,
gauteng,west-rand,randfontein,hillside-ah,10,,
gauteng,west-rand,randfontein,homelake,60,,
gauteng,west-rand,randfontein,mohlakeng,38,,
gauteng,west-rand,randfontein,randfontein,30,,
gauteng,west-rand,randfontein,randgate,133,,
gauteng,west-rand,randfontein,randpoort,45,2.0,22.5
gauteng,west-rand,randfontein,robin-park,3,,
gauteng,west-rand,randfontein,toekomsrus,70,,
gauteng,west-rand,roodepoort,aanwins,4,,
gauteng,west-rand,roodepoort,allens-nek,108,1.0,108.0
gauteng,west-rand,roodepoort,amorosa,57,2.0,28.5
gauteng,west-rand,roodepoort,constantia-kloof,71,7.0,10.142857142857142
gauteng,west-rand,roodepoort,davidsonville,7,,
gauteng,west-rand,roodepoort,discovery,86,3.0,28.666666666666668
gauteng,west-rand,roodepoort,eagle-canyon-golf-estate,103,6.0,17.166666666666668
gauteng,west-rand,roodepoort,fleurhof,214,2.0,107.0
gauteng,west-rand,roodepoort,floracliffe,26,,
gauteng,west-rand,roodepoort,florida,331,2.0,165.5
gauteng,west-rand,roodepoort,florida-hills,33,2.0,16.5
gauteng,west-rand,roodepoort,florida-lake,36,2.0,18.0
gauteng,west-rand,roodepoort,florida-north,16,,
gauteng,west-rand,roodepoort,florida-park,50,1.0,50.0
gauteng,west-rand,roodepoort,georginia,31,1.0,31.0
gauteng,west-rand,roodepoort,grobler-park,171,3.0,57.0
gauteng,west-rand,roodepoort,hamberg,30,1.0,30.0
gauteng,west-rand,roodepoort,helderkruin,161,8.0,20.125
gauteng,west-rand,roodepoort,honey-hill,4,,
gauteng,west-rand,roodepoort,honey-park,65,2.0,32.5
gauteng,west-rand,roodepoort,honeydew,251,3.0,83.66666666666667
gauteng,west-rand,roodepoort,honeydew-manor,90,4.0,22.5
gauteng,west-rand,roodepoort,honeydew-ridge,50,1.0,50.0
gauteng,west-rand,roodepoort,horison,79,5.0,15.8
gauteng,west-rand,roodepoort,kloofendal,47,1.0,47.0
gauteng,west-rand,roodepoort,laser-park,15,,
gauteng,west-rand,roodepoort,lindhaven,56,2.0,28.0
gauteng,west-rand,roodepoort,little-falls,104,5.0,20.8
gauteng,west-rand,roodepoort,maraisburg,23,,
gauteng,west-rand,roodepoort,radiokop,101,8.0,12.625
gauteng,west-rand,roodepoort,roodekrans,105,4.0,26.25
gauteng,west-rand,roodepoort,roodepoort-central,208,4.0,52.0
gauteng,west-rand,roodepoort,roodepoort-north,37,,
gauteng,west-rand,roodepoort,roodepoort-west,39,1.0,39.0
gauteng,west-rand,roodepoort,ruimsig,184,3.0,61.333333333333336
gauteng,west-rand,roodepoort,ruimsig-country-estate,18,1.0,18.0
gauteng,west-rand,roodepoort,selwyn,4,,
gauteng,west-rand,roodepoort,strubens-valley,52,7.0,7.428571428571429
gauteng,west-rand,roodepoort,tres-jolie,1,,
gauteng,west-rand,roodepoort,weltevreden-park,301,32.0,9.40625
gauteng,west-rand,roodepoort,wilgeheuwel,296,11.0,26.90909090909091
gauteng,west-rand,roodepoort,willowbrook,93,6.0,15.5
gauteng,west-rand,roodepoort,wilro-park,142,6.0,23.666666666666668
gauteng,west-rand,roodepoort,witpoortjie,192,3.0,64.0
