title,href,price,property_type,main_features,key_main_features,Floor Area,Land Area,Rates,Levy,Bedrooms,Bathrooms,Province,City,Suburb,Area,Listing Number,Sold Date
1 Bed Apartment in Melrose Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/melrose-estate/T4349947,Sold,Apartment,,,56 ,,,R 1437,1,1,gauteng,johannesburg,rosebank-and-parktown,melrose-estate,T4349947,2024-02-23
2 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T3936372,Sold,Apartment,,,102 ,,R 681,,2,2,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,T3936372,2024-02-23
2 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T3927817,Sold,Apartment,,,104 ,,,R 2777,2,2,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,T3927817,2024-02-23
2 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T3640796,Sold,Apartment,,,109 ,,,R 3100,2,2,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,T3640796,2024-02-23
3 Bed Apartment in Killarney,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/killarney/T3129357,Sold,Apartment,,,142 ,,R 1200,,3,2,gauteng,johannesburg,rosebank-and-parktown,killarney,T3129357,2024-02-23
3 Bed Apartment in Killarney,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/killarney/T4457297,Sold,Apartment,,,148 ,,R 1726,,3,2,gauteng,johannesburg,rosebank-and-parktown,killarney,T4457297,2024-02-23
4 Bed House in Highlands North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/highlands-north/T4050490,Sold,House,,,,1077 m²,R 1400,,4,2,gauteng,johannesburg,rosebank-and-parktown,highlands-north,T4050490,2024-02-23
2 Bed Apartment in Rosebank,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/rosebank/T4323671,Sold,Apartment,,,60 ,60 m²,,,2,1,gauteng,johannesburg,rosebank-and-parktown,rosebank,T4323671,2024-02-23
4 Bed House in Highlands North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/highlands-north/T4354919,Sold,House,,,990 ,994 m²,,,4,2,gauteng,johannesburg,rosebank-and-parktown,highlands-north,T4354919,2024-02-23
3 Bed House in Gresswold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/gresswold/T4297537,Sold,House,,,,1487 m²,R 960,,3,2,gauteng,johannesburg,rosebank-and-parktown,gresswold,T4297537,2024-02-23
3 Bed Flat in Birdhaven,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/birdhaven/T4398295,Sold,Flat,,,126 ,,R 1250,,3,2,gauteng,johannesburg,rosebank-and-parktown,birdhaven,T4398295,2024-02-23
4 Bed House in Highlands North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/highlands-north/T4273144,Sold,House,,,,774 m²,,R 1250,4,2,gauteng,johannesburg,rosebank-and-parktown,highlands-north,T4273144,2024-02-23
2 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/T4269220,Sold,House,,,495 ,498 m²,,,2,2.5,gauteng,johannesburg,rosebank-and-parktown,parkhurst,T4269220,2024-02-23
3 Bed House in Craighall Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/T4272758,Sold,House,,,380 ,1000 m²,,,3,2,gauteng,johannesburg,rosebank-and-parktown,craighall-park,T4272758,2024-02-23
4 Bed House in Craighall Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/T4169460,Sold,House,,,1069 ,1083 m²,,,4,2,gauteng,johannesburg,rosebank-and-parktown,craighall-park,T4169460,2024-02-23
1 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T3913971,Sold,Apartment,,,79 ,,,,1,1,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,T3913971,2024-02-23
2 Bed Apartment in Killarney,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/killarney/T4211210,Sold,Apartment,,,166 ,,,,2,2,gauteng,johannesburg,rosebank-and-parktown,killarney,T4211210,2024-02-23
2 Bed Apartment in Melrose,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/melrose/T4427346,Sold,Apartment,,,114 ,,,,2,2,gauteng,johannesburg,rosebank-and-parktown,melrose,T4427346,2024-02-23
3 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/T4344557,Sold,House,,,,495 m²None,,,3,2,gauteng,johannesburg,rosebank-and-parktown,parkhurst,T4344557,2024-02-23
3 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/T4282827,Sold,House,,,,495 m²None,,,3,3,gauteng,johannesburg,rosebank-and-parktown,parkhurst,T4282827,2024-02-23
4 Bed House in Parkview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkview/T4331810,Sold,House,,,,1253 m²None,,,4,2.5,gauteng,johannesburg,rosebank-and-parktown,parkview,T4331810,2024-02-23
4 Bed House in Waverley,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/waverley/T4110561,Sold,House,,,,1803 m²None,,,4,3.5,gauteng,johannesburg,rosebank-and-parktown,waverley,T4110561,2024-02-23
4 Bed House in Melrose,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/melrose/T4352792,Sold,House,,,524 ,3271 m²,,,4,4.5,gauteng,johannesburg,rosebank-and-parktown,melrose,T4352792,2024-02-23
3 Bed Apartment in Melrose,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/melrose/T4026203,Sold,Apartment,,,,,,,3,2,gauteng,johannesburg,rosebank-and-parktown,melrose,T4026203,2024-02-23
3 Bed Apartment in Glen Atholl,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/atholl/16-homestead-manor/82-homestead-road/T4452982,Sold,Apartment,,,109 ,1.1 ha,,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,atholl,T4452982,2024-02-23
3 Bed Simplex in Buccleuch,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/buccleuch/3-gibson-downs/6b-gibson-drive-west/T11344,Sold,Simplex,,,140 ,200 m²,,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,buccleuch,T11344,2024-02-23
4 Bed House in Wendywood,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/wendywood/7-saint-francis-drive/T4356940,Sold,House,,,290 ,1525 m²,,,4,2.5,gauteng,johannesburg,sandton-and-bryanston-north,wendywood,T4356940,2024-02-23
1 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/16-northfields/29-troupant-avenue/T4014218,Sold,Apartment,,,79 ,,R 540,,1,1,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,T4014218,2024-02-23
2 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/255-ss-shingara-sands/24-petroy-drive/T3731073,Sold,Apartment,,,98 ,2.8 ha,,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,T3731073,2024-02-23
2 Bed Apartment in Atholl,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/atholl/00-le-club/135-froome-st/T4426232,Sold,Apartment,,,118 ,2.6 ha,,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,atholl,T4426232,2024-02-23
2 Bed Apartment in Rivonia,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rivonia/9-tamarack/16-9th-avanue/T4022525,Sold,Apartment,,,92 ,,R 717,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,rivonia,T4022525,2024-02-23
2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/4120-the-link/16a-11th-avenue/T3961286,Sold,Apartment,,,77 ,,R 960,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,T3961286,2024-02-23
2 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/4-sparrow-view/4-sparrow-close/T4004698,Sold,Apartment,,,79 ,,R 500,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,T4004698,2024-02-23
2 Bed Apartment in Rivonia,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rivonia/32-the-atrium/9-de-la-rey/T4493123,Sold,Apartment,,,69 ,69 m²,,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,rivonia,T4493123,2024-02-23
2 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/215-prestwick/15-north-street/T4333863,Sold,Apartment,,,96 ,,,R 3431,2,1,gauteng,johannesburg,sandton-and-bryanston-north,illovo,T4333863,2024-02-23
2 Bed Townhouse in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/122-eden-sandton/44-stiglingh-road/T4141330,Sold,Townhouse,,,53 ,,R 885,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,T4141330,2024-02-23
2 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/56c-129-waldorf-2/4-centre-road/T4483195,Sold,Apartment,,,88 ,,R 1377,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4483195,2024-02-23
1 Bed Townhouse in River Club,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/river-club/1-beachwood-cottages/T3821448,Sold,Townhouse,,,182 ,,R 1141,,1,1.5,gauteng,johannesburg,sandton-and-bryanston-north,river-club,T3821448,2024-02-23
4 Bed Townhouse in Gallo Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/gallo-manor/a0-manor-mews/11-dahlia-street/T4288614,Sold,Townhouse,,,201 ,,R 1687,,4,2,gauteng,johannesburg,sandton-and-bryanston-north,gallo-manor,T4288614,2024-02-23
4 Bed House in Parkmore,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/parkmore/85-5th/T4163706,Sold,House,,,,991 m²,R 2183,,4,2,gauteng,johannesburg,sandton-and-bryanston-north,parkmore,T4163706,2024-02-23
3 Bed Cluster in Woodmead,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/woodmead/11-36-on-morris/36-morris-road-east/T4175295,Sold,Cluster,,,,169 m²,R 1650,,3,2.5,gauteng,johannesburg,sandton-and-bryanston-north,woodmead,T4175295,2024-02-23
3 Bed House in Elton Hill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/atholl/46-copely-avenue/T4307887,Sold,House,,,,1862 m²,R 2218,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,atholl,T4307887,2024-02-23
4 Bed Townhouse in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/0-44-on-bantry/3-antrim-road/T4353078,Sold,Townhouse,,,187 ,,R 1751,,4,2.5,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4353078,2024-02-23
3 Bed House in Khyber Rock,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/khyber-rock/12-khyber-rock-east-estate/11-barber-road/T4207030,Sold,House,,,310 ,486 m²,,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,khyber-rock,T4207030,2024-02-23
4 Bed House in Rivonia,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rivonia/22-ballich-way/T4198942,Sold,House,,,340 ,1800 m²,,,4,3,gauteng,johannesburg,sandton-and-bryanston-north,rivonia,T4198942,2024-02-23
4 Bed House in Hurlingham Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hurlingham-manor/16-riesling-crescent/T4299119,Sold,House,,,320 ,983 m²,,,4,2,gauteng,johannesburg,sandton-and-bryanston-north,hurlingham-manor,T4299119,2024-02-23
4 Bed House in Rivonia,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rivonia/11-aquila/20-river-road/T4288425,Sold,House,,,350 ,401 m²,,,4,3.5,gauteng,johannesburg,sandton-and-bryanston-north,rivonia,T4288425,2024-02-23
2 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/44-northfields/29c-troupant-avenue/T4246768,Sold,Apartment,,,79 ,,,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4246768,2024-02-23
2 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/00-kilcullen-estate/32-wetney-street/T3751918,Sold,Apartment,,,101 ,,,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T3751918,2024-02-23
4 Bed House in Gallo Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/gallo-manor/1-roosevelt-avenue/T4414177,Sold,House,,,,1600 m²None,,,4,3,gauteng,johannesburg,sandton-and-bryanston-north,gallo-manor,T4414177,2024-02-23
4 Bed House in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/8-otto-street/T4099299,Sold,House,,,,2000 m²None,,,4,2.5,gauteng,johannesburg,sandton-and-bryanston-north,illovo,T4099299,2024-02-23
3 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/80-mile-downe-manor/385-summit-road/T4509744,Sold,Apartment,,,106 ,,R 1355,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4509744,2024-02-23
2 Bed House in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/1-the-manor/27-centre-road/T4499795,Sold,House,,,87 ,,R 434,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4499795,2024-02-23
3 Bed House in Woodmead,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/woodmead/8-ibis-rd-sandton-country-club-estate/222-bowling-avenue/T3933406,Sold,House,,,420 ,714 m²,,,3,2.5,gauteng,johannesburg,sandton-and-bryanston-north,woodmead,T3933406,2024-02-23
5 Bed House in Benmore Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/benmore-gardens/a1-shrublands-drive/T4135285,Sold,House,,,1200 ,2221 m²,,,5,5.5,gauteng,johannesburg,sandton-and-bryanston-north,benmore-gardens,T4135285,2024-02-23
2 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/001-cara-blu/4-vlok-road/T4494283,Sold,Apartment,,,,,R 546,R 1226,2,1,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4494283,2024-02-23
2 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/T4393755,Sold,Apartment,,,60 ,,R 600,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,T4393755,2024-02-23
1 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T3734516,Sold,Apartment,,,51 ,,R 675,,1,1,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T3734516,2024-02-23
1 Bed Apartment in Sandown,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/sandown/T4316551,Sold,Apartment,,,58 ,,R 642,,1,1,gauteng,johannesburg,sandton-and-bryanston-north,sandown,T4316551,2024-02-23
2 Bed Townhouse in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4260725,Sold,Townhouse,,,85 ,,R 800,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4260725,2024-02-23
2 Bed Apartment in Hurlingham,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hurlingham/T4375546,Sold,Apartment,,,71 ,,R 885,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,hurlingham,T4375546,2024-02-23
2 Bed Townhouse in Rivonia,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rivonia/T4364502,Sold,Townhouse,,,89 ,,R 1058,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,rivonia,T4364502,2024-02-23
1 Bed Apartment in Sandhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/sandhurst/T4331390,Sold,Apartment,,,56 ,,R 531,,1,1,gauteng,johannesburg,sandton-and-bryanston-north,sandhurst,T4331390,2024-02-23
1 Bed Apartment in Sandhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/sandhurst/T4317814,Sold,Apartment,,,59 ,,R 571,,1,1,gauteng,johannesburg,sandton-and-bryanston-north,sandhurst,T4317814,2024-02-23
2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4317699,Sold,Apartment,,,80 ,80 m²,,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,T4317699,2024-02-23
2 Bed Townhouse in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4237591,Sold,Townhouse,,,60 ,60 m²,,,2,1,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4237591,2024-02-23
3 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4308840,Sold,Apartment,,,110 ,110 m²,,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4308840,2024-02-23
1 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4201506,Sold,Apartment,,,52 ,8512 m²,,,1,1,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4201506,2024-02-23
4 Bed House in Lombardy East,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/lombardy-east/T4074330,Sold,House,,,250 ,2023 m²,,,4,2,gauteng,johannesburg,sandton-and-bryanston-north,lombardy-east,T4074330,2024-02-23
2 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T4199690,Sold,Apartment,,,120 ,120 m²,,,2,2,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4199690,2024-02-23
3 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/T4355218,Sold,Apartment,,,103 ,,R 929,,3,2,gauteng,johannesburg,sandton-and-bryanston-north,morningside,T4355218,2024-02-23
