title,href,Status,property_type,main_features,key_main_features,Floor Area,Land Area,Rates,Levy,Bedrooms,Bathrooms,Province,City,Suburb,Area,Listing Number,Sold Date,previously listed price
2 Bed House in Melville,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/melville/T4353653,Sold,House,{'Land Area': '365 m²'},"{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '3', 'Dining Areas': '1', 'Lounges': '2', 'Flatlets': '✔', 'Kitchen': '✔', 'Pet Friendly': '✔'}",0,365,0,0,2.0,1.0,gauteng,johannesburg,northcliff,melville,T4353653,2024-03-03,950000.0
3 Bed Apartment in Petervale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/petervale/T4370278,Sold,Apartment,"{'Floor Area': '105 m²', 'Land Area': '6 ha', 'Rates': 'R 1206', 'Levy': 'R 2835'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'Lounges': '1', 'Balcony': '✔', 'Gym': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Security Post': '✔', 'Tv': '✔'}",105,6,1206,2835,3.0,2.0,gauteng,johannesburg,sandton-and-bryanston-north,petervale,T4370278,2024-03-03,1490000.0
2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/T4453266,Sold,Apartment,"{'Floor Area': '54 m²', 'Land Area': '1.6 ha', 'Rates': 'R 800', 'Levy': 'R 1700'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Pool': '✔'}",54,16,800,1700,2.0,1.0,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,T4453266,2024-03-03,875000.0
2 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4364725,Sold,Apartment,"{'Floor Area': '73 m²', 'Rates': 'R 900', 'Levy': 'R 2036'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '2', 'Lounges': '1', 'Garden': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Pet Friendly': '✔'}",73,0,900,2036,2.0,1.0,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4364725,2024-03-03,1249000.0
2 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/002-cara-blu/4-vlok-road/T4258857,Sold,Apartment,"{'Rates': 'R 546', 'Levy': 'R 1226'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '2', 'Dining Areas': '1', 'Lounges': '1', 'Patio': '✔', 'Pool': '✔', 'Security Post': '✔'}",0,0,546,1226,2.0,1.0,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4258857,2024-03-03,1180000.0
Loft in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/T4178844,Sold,Loft,"{'Floor Area': '101 m²', 'Rates': 'R 1312', 'Levy': 'R 2492'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Open Parkings': '1', 'Kitchen': '✔', 'Pool': '✔'}",101,0,1312,2492,2.0,1.0,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4178844,2024-03-03,1150000.0
3 Bed House in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4462674,Sold,House,"{'Floor Area': '230 m²', 'Land Area': '432 m²', 'Rates': 'R 1399', 'Levy': 'R 850'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '2', 'Lounges': '2', 'Access Gate': '✔', 'Alarm': '✔', 'Built In Braai': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Entrance Hall': '✔', 'Family Tv Room': '✔', 'Fenced': '✔', 'Garden': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Pantry': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Satellite': '✔', 'Scullery': '✔', 'Security Post': '✔', 'Study': '✔', 'Walk In Closet': '✔'}",230,432,1399,850,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4462674,2024-03-03,1945000.0
2 Bed Townhouse in Meredale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/meredale/712-palm-springs/57-murray-ave/T4434968,Sold,Townhouse,"{'Floor Area': '62 m²', 'Land Area': '62 m²', 'Rates': 'R 500', 'Levy': 'R 1600'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Lounges': '1', 'Pool': '✔'}",62,62,500,1600,2.0,1.0,gauteng,johannesburg,johannesburg-south,meredale,T4434968,2024-03-03,550000.0
1 Bed Townhouse in Ridgeway,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/ridgeway/62-village-green/20-denton-street/T4442960,Sold,Townhouse,"{'Floor Area': '38 m²', 'Rates': 'R 380', 'Levy': 'R 800'}","{'Bedrooms': '1', 'Bathrooms': '1', 'Covered Parkings': '1', 'Lounges': '1'}",38,0,380,800,1.0,1.0,gauteng,johannesburg,johannesburg-south,ridgeway,T4442960,2024-03-03,499000.0
3 Bed House in Gillview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/gillview/1-elf-place/T4299855,Sold,House,"{'Land Area': '1329 m²', 'Rates': 'R 986'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Covered Parkings': '2', 'Garages': '2', 'Lounges': '3', 'Flatlets': '✔', 'Garden': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Staff Quarters': '✔', 'Study': '✔'}",0,1329,986,0,3.0,2.0,gauteng,johannesburg,johannesburg-south,gillview,T4299855,2024-03-03,1699000.0
2 Bed Townhouse in Winchester Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/winchester-hills/T4473177,Sold,Townhouse,"{'Floor Area': '47 m²', 'Land Area': '3948 m²', 'Rates': 'R 306', 'Levy': 'R 1100'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Dining Areas': '1', 'Lounges': '1'}",47,3948,306,1100,2.0,1.0,gauteng,johannesburg,johannesburg-south,winchester-hills,T4473177,2024-03-03,390000.0
3 Bed House in South Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/south-hills/T4464164,Sold,House,{},"{'Bedrooms': '3', 'Bathrooms': '1', 'Lounges': '1', 'Open Parkings': '2'}",0,0,0,0,3.0,1.0,gauteng,johannesburg,johannesburg-south,south-hills,T4464164,2024-03-03,850000.0
3 Bed House in South Hills,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/south-hills/14-parys-street/T4408737,Sold,House,"{'Land Area': '496 m²', 'Rates': 'R 257'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Open Parkings': '4', 'Access Gate': '✔', 'Family Tv Room': '✔', 'Flatlets': '✔', 'Garden': '✔', 'Guest Toilet': '✔', 'Kitchen': '✔', 'Laundry': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Staff Quarters': '✔', 'Storage': '✔', 'Wheel Chair Friendly': '✔'}",0,496,257,0,3.0,2.0,gauteng,johannesburg,johannesburg-south,south-hills,T4408737,2024-03-03,1000000.0
3 Bed House in Alveda,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/alveda/T4493688,Sold,House,"{'Land Area': '285 m²', 'Rates': 'R 975'}","{'Bedrooms': '3', 'Bathrooms': '2', 'En-suite': '1', 'Garages': '1', 'Lounges': '1', 'Open Parkings': '1', 'BIC': '✔', 'Kitchen': '✔', 'Pet Friendly': '✔'}",0,285,975,0,3.0,2.0,gauteng,johannesburg,johannesburg-south,alveda,T4493688,2024-03-03,1050000.0
3 Bed Townhouse in Oakdene,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/johannesburg-south/oakdene/T4487676,Sold,Townhouse,"{'Floor Area': '93 m²', 'Rates': 'R 800', 'Levy': 'R 1950'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Pool': '✔'}",93,0,800,1950,3.0,2.0,gauteng,johannesburg,johannesburg-south,oakdene,T4487676,2024-03-03,1150000.0
3 Bed Apartment in Olivedale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/olivedale/T4404609,Sold,Apartment,"{'Floor Area': '100 m²', 'Rates': 'R 800', 'Levy': 'R 1559'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Covered Parkings': '2', 'Pool': '✔'}",100,0,800,1559,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,olivedale,T4404609,2024-03-03,1275000.0
1 Bed Apartment in Bedford Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-park/T4417397,Sold,Apartment,"{'Floor Area': '67 m²', 'Rates': 'R 650', 'Levy': 'R 2496'}","{'Bedrooms': '1', 'Bathrooms': '1', 'Covered Parkings': '1', 'Dining Areas': '1', 'Lounges': '1', 'Access Gate': '✔', 'Balcony': '✔', 'BIC': '✔', 'Club House': '✔', 'Deck': '✔', 'Electric Fencing': '✔', 'Entrance Hall': '✔', 'Fenced': '✔', 'Garden': '✔', 'Gym': '✔', 'Kitchen': '✔', 'Paving': '✔', 'Pool': '✔', 'Security Post': '✔'}",67,0,650,2496,1.0,1.0,gauteng,johannesburg,bedfordview,bedford-park,T4417397,2024-03-03,875000.0
2 Bed Townhouse in Morninghill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/morninghill/T4336848,Sold,Townhouse,"{'Floor Area': '136 m²', 'Rates': 'R 1116', 'Levy': 'R 4309'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Lounges': '1', 'Pet Friendly': '✔', 'Pool': '✔', 'Security Post': '✔', 'Study': '✔'}",136,0,1116,4309,2.0,2.0,gauteng,johannesburg,bedfordview,morninghill,T4336848,2024-03-03,990000.0
2 Bed Simplex in Bedford Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-park/T4468299,Sold,Simplex,"{'Floor Area': '90 m²', 'Rates': 'R 852', 'Levy': 'R 3433'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Covered Parkings': '2', 'Dining Areas': '1', 'En-suite': '1', 'Lounges': '1', 'Storeys': '1', 'Access Gate': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Garden': '✔', 'Gym': '✔', 'Kitchen': '✔', 'Laundry': '✔', 'Patio': '✔', 'Paving': '✔', 'Pool': '✔', 'Security Post': '✔', 'Wheel Chair Friendly': '✔'}",90,0,852,3433,2.0,2.0,gauteng,johannesburg,bedfordview,bedford-park,T4468299,2024-03-03,1250000.0
3 Bed Townhouse in Bedford Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/bedfordview/bedford-gardens/four-lanes/128-oxford-road/T4247824,Sold,Townhouse,"{'Floor Area': '161 m²', 'Land Area': '161 m²', 'Rates': 'R 1200', 'Levy': 'R 2523'}","{'Bedrooms': '3', 'Bathrooms': '2.5', 'Dining Areas': '1', 'Garages': '1', 'Open Parkings': '2', 'Access Gate': '✔', 'Alarm': '✔', 'Balcony': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Entrance Hall': '✔', 'Garden': '✔', 'Guest Toilet': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Laundry': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Satellite': '✔', 'Scenic View': '✔', 'Storage': '✔'}",161,161,1200,2523,3.0,2.5,gauteng,johannesburg,bedfordview,bedford-gardens,T4247824,2024-03-03,1670000.0
2 Bed Townhouse in Sundowner,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sundowner/T4245664,Sold,Townhouse,{'Floor Area': '99 m²'},"{'Bedrooms': '2', 'Bathrooms': '2', 'Covered Parkings': '2', 'Lounges': '2', 'Garden': '✔', 'Pet Friendly': '✔', 'Pool': '✔'}",99,0,0,0,2.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,sundowner,T4245664,2024-03-03,790000.0
3 Bed Apartment in Sundowner,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sundowner/T4386425,Sold,Apartment,"{'Land Area': '167 m²', 'Rates': 'R 1346', 'Levy': 'R 2591'}","{'Bedrooms': '3', 'Bathrooms': '2', 'En-suite': '1', 'Garages': '2', 'Lounges': '1', 'Access Gate': '✔', 'Alarm': '✔', 'Built In Braai': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Entrance Hall': '✔', 'Family Tv Room': '✔', 'Fenced': '✔', 'Garden': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Scullery': '✔', 'Security Post': '✔', 'Storage': '✔'}",0,167,1346,2591,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,sundowner,T4386425,2024-03-03,1295000.0
3 Bed House in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/T4397725,Sold,House,{'Land Area': '535 m²'},"{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'Lounges': '2', 'Pet Friendly': '✔', 'Study': '✔'}",0,535,0,0,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,bromhof,T4397725,2024-03-03,950000.0
3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4236183,Sold,House,{'Rates': 'R 380'},"{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Lounges': '1', 'Open Parkings': '1', 'Access Gate': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Paving': '✔', 'Pet Friendly': '✔'}",0,0,380,0,3.0,2.0,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4236183,2024-03-03,885000.0
2 Bed Apartment in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4429720,Sold,Apartment,"{'Floor Area': '66 m²', 'Rates': 'R 701', 'Levy': 'R 1400'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '1', 'Pool': '✔'}",66,0,701,1400,2.0,1.0,gauteng,johannesburg,north-riding-to-lanseria,north-riding,T4429720,2024-03-03,860000.0
5 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4470110,Sold,House,{'Land Area': '280 m²'},"{'Bedrooms': '5', 'Bathrooms': '3.5', 'Garages': '2', 'Lounges': '1', 'Pet Friendly': '✔'}",0,280,0,0,5.0,3.5,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,T4470110,2024-03-03,1500000.0
3 Bed Townhouse in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/10-inkwelo-gardens/6-sysie-road/T4357995,Sold,Townhouse,"{'Floor Area': '207 m²', 'Land Area': '400 m²', 'Rates': 'R 916', 'Levy': 'R 2000'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Covered Parkings': '1', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '2', 'Lounges': '1', 'Storeys': '2', 'Access Gate': '✔', 'Built In Braai': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Family Tv Room': '✔', 'Garden': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Pantry': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Satellite': '✔', 'Study': '✔'}",207,400,916,2000,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4357995,2024-03-03,1750000.0
2 Bed Apartment in Cresta,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/cresta/17-motswiri/39-judges-avenue/T4376109,Sold,Apartment,{'Floor Area': '54 m²'},"{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '1', 'Dining Areas': '1', 'Lounges': '1', 'Electric Fencing': '✔', 'Security Post': '✔'}",54,0,0,0,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,cresta,T4376109,2024-03-03,590000.0
2 Bed Townhouse in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T4070032,Sold,Townhouse,"{'Floor Area': '62 m²', 'Land Area': '4000 m²', 'Rates': 'R 194', 'Levy': 'R 2760'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Lounges': '1', 'Open Parkings': '2', 'Access Gate': '✔', 'Family Tv Room': '✔', 'Kitchen': '✔'}",62,4000,194,2760,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4070032,2024-03-03,520000.0
3 Bed House in Dainfern,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/dainfern/T4321199,Sold,House,"{'Land Area': '233 m²', 'Rates': 'R 545'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Lounges': '1', 'Built In Braai': '✔'}",0,233,545,0,3.0,2.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,dainfern,T4321199,2024-03-03,780000.0
2 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4517683,Sold,Apartment,"{'Floor Area': '78 m²', 'Rates': 'R 399', 'Levy': 'R 1764'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Dining Areas': '1', 'Lounges': '1', 'Open Parkings': '1', 'Access Gate': '✔', 'Club House': '✔', 'Garden': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Security Post': '✔'}",78,0,399,1764,2.0,1.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,T4517683,2024-03-03,775000.0
2 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T4507202,Sold,Apartment,"{'Rates': 'R 500', 'Levy': 'R 1243'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '1'}",0,0,500,1243,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4507202,2024-03-03,600000.0
3 Bed Cluster in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/19-benguela-place/11-benguela-ave/T4364631,Sold,Cluster,"{'Floor Area': '175 m²', 'Land Area': '351 m²', 'Rates': 'R 796'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'Garages': '2', 'Lounges': '1', 'Built In Braai': '✔', 'Entrance Hall': '✔', 'Patio': '✔', 'Pet Friendly': '✔', 'Security Post': '✔', 'Study': '✔'}",175,351,796,0,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4364631,2024-03-03,1599000.0
2 Bed Townhouse in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/T4482827,Sold,Townhouse,"{'Floor Area': '114 m²', 'Rates': 'R 556', 'Levy': 'R 1155'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Garages': '2', 'Lounges': '1', 'Access Gate': '✔', 'Built In Braai': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Fenced': '✔', 'Garden': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Pantry': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔'}",114,0,556,1155,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4482827,2024-03-03,1099000.0
3 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T4269448,Sold,Apartment,"{'Floor Area': '89 m²', 'Land Area': '100 m²'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '1', 'Lounges': '1', 'Storeys': '1', 'Access Gate': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Entrance Hall': '✔', 'Family Tv Room': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Pet Friendly': '✔', 'Scullery': '✔'}",89,100,0,0,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4269448,2024-03-03,1090000.0
2 Bed Townhouse in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/346-main-ave/T4273867,Sold,Townhouse,"{'Floor Area': '80 m²', 'Land Area': '80 m²', 'Rates': 'R 800', 'Levy': 'R 900'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Lounges': '1', 'Balcony': '✔', 'Pet Friendly': '✔'}",80,80,800,900,2.0,2.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4273867,2024-03-03,1295000.0
2 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/15-fern-sundown/307-main-avenue/T4419058,Sold,Apartment,"{'Floor Area': '96 m²', 'Rates': 'R 350', 'Levy': 'R 1209'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Balcony': '✔', 'Pool': '✔', 'Security Post': '✔'}",96,0,350,1209,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4419058,2024-03-03,695000.0
3 Bed House in Fourways,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/fourways/1-ceder-creeek/1-first-avenue/T4342548,Sold,House,{'Floor Area': '157 m²'},"{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '2', 'Lounges': '1', 'Storeys': '1', 'Access Gate': '✔', 'BIC': '✔', 'Club House': '✔', 'Deck': '✔', 'Electric Fencing': '✔', 'Entrance Hall': '✔', 'Fenced': '✔', 'Garden': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Satellite': '✔', 'Security Post': '✔'}",157,0,0,0,3.0,2.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,fourways,T4342548,2024-03-03,1699999.0
3 Bed Townhouse in Sunninghill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/sunninghill/100-via-avellano/20-lingerette/T4401779,Sold,Townhouse,"{'Floor Area': '186 m²', 'Rates': 'R 1600', 'Levy': 'R 4715'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Covered Parkings': '2', 'Lounges': '2', 'Garden': '✔', 'Pet Friendly': '✔', 'Pool': '✔'}",186,0,1600,4715,3.0,2.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,sunninghill,T4401779,2024-03-03,1699000.0
3 Bed Townhouse in Fourways,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/fourways/10-ss-kiewiet-lodge/15a-alexander-avenue/T4481222,Sold,Townhouse,"{'Floor Area': '148 m²', 'Rates': 'R 1147', 'Levy': 'R 3473'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '1', 'Lounges': '2', 'Open Parkings': '2', 'Access Gate': '✔', 'Alarm': '✔', 'Club House': '✔', 'Electric Fencing': '✔', 'Entrance Hall': '✔', 'Family Tv Room': '✔', 'Garden': '✔', 'Guest Toilet': '✔', 'Kitchen': '✔', 'Laundry': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Storage': '✔', 'Tennis Court': '✔', 'Wheel Chair Friendly': '✔'}",148,0,1147,3473,3.0,2.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,fourways,T4481222,2024-03-03,1785000.0
1 Bed Apartment in Sharonlea,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sharonlea/T4487670,Sold,Apartment,"{'Floor Area': '44 m²', 'Rates': 'R 158', 'Levy': 'R 1149'}","{'Bedrooms': '1', 'Bathrooms': '1', 'Covered Parkings': '1', 'Lounges': '1', 'Balcony': '✔', 'Pool': '✔', 'Security Post': '✔'}",44,0,158,1149,1.0,1.0,gauteng,johannesburg,north-riding-to-lanseria,sharonlea,T4487670,2024-03-03,425000.0
2 Bed Townhouse in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4403584,Sold,Townhouse,"{'Floor Area': '127 m²', 'Rates': 'R 1109', 'Levy': 'R 2854'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Covered Parkings': '2', 'En-suite': '1', 'Lounges': '1', 'Balcony': '✔', 'BIC': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Pet Friendly': '✔', 'Pool': '✔'}",127,0,1109,2854,2.0,2.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,T4403584,2024-03-03,1285000.0
2 Bed Apartment in Fourways,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/fourways/T4300959,Sold,Apartment,"{'Floor Area': '57 m²', 'Rates': 'R 521', 'Levy': 'R 1967'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Garages': '1', 'Lounges': '1', 'Open Parkings': '1', 'Access Gate': '✔', 'Balcony': '✔', 'Kitchen': '✔', 'Pool': '✔', 'Tennis Court': '✔'}",57,0,521,1967,2.0,1.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,fourways,T4300959,2024-03-03,740000.0
1 Bed Apartment in Douglasdale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/douglasdale/T4458691,Sold,Apartment,"{'Floor Area': '52 m²', 'Land Area': '52 m²', 'Rates': 'R 543', 'Levy': 'R 1148'}","{'Bedrooms': '1', 'Bathrooms': '1', 'Covered Parkings': '1', 'Lounges': '1', 'Access Gate': '✔', 'BIC': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Pet Friendly': '✔', 'Pool': '✔'}",52,52,543,1148,1.0,1.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,douglasdale,T4458691,2024-03-03,740000.0
3 Bed Apartment in Broadacres,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/broadacres/T4509945,Sold,Apartment,"{'Rates': 'R 1180', 'Levy': 'R 1948'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Covered Parkings': '1', 'En-suite': '1', 'Lounges': '1', 'Access Gate': '✔', 'BIC': '✔', 'Club House': '✔', 'Electric Fencing': '✔', 'Entrance Hall': '✔', 'Fenced': '✔', 'Garden': '✔', 'Gym': '✔', 'Kitchen': '✔', 'Pantry': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Scenic View': '✔', 'Security Post': '✔'}",0,0,1180,1948,3.0,2.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,broadacres,T4509945,2024-03-03,1385000.0
