Unnamed: 0,Title,Href,Bedrooms,Bathrooms,Covered Parkings,Lounges,Storeys,Access Gate,Balcony,BIC,Electric Fencing,Kitchen,Security Post,Main Value 3,Price,Dining Areas,En-suite,Open Parkings,Alarm,Entrance Hall,Family Tv Room,Fenced,Fireplace,Garden,Guest Toilet,Intercom,Laundry,Pantry,Patio,Paving,Pet Friendly,Pool,Scullery,Staff Quarters,Storage,Study,Garages,Flatlets,Satellite,Wheel Chair Friendly,Main Value 4,Gym,Air Con,Scenic View,Club House,Deck,Built In Braai,Garden Cottage,Walk In Closet,Lapa,Irrigation System,Golf Course,Water Included,Furnished,Tv,Tennis Court,Spa Bath,Squash Court,Sea View,Jetty Berth,Borehole,Electricity Included,Floor Area,Land Area,Rates,Levy,Province,City,Suburb,Area,Sold Date,List ID
88,1 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/g28-houghton-village/6-boundary-road/T3978315,1,1,None,1,None,None,None,None,None,None,✔,LevyR 1575,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,59 m²RatesR 195,,R 195,,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,2024-02-23,T3978315
139,1 Bed Apartment in Rosebank,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/rosebank/505-one-rosebank/39-cradock-avenue/T4197083,1,1,None,None,None,✔,None,✔,None,✔,✔,None,Sold,None,1,1,None,None,None,None,None,None,None,✔,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26 m²LevyR 950,,,R 950,gauteng,johannesburg,rosebank-and-parktown,rosebank,2024-02-23,T4197083
181,2 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/15-8th-street/T4371667,2,2,None,1,None,None,✔,None,None,✔,None,LevyR 4175,Sold,1,1,None,None,None,None,None,None,✔,None,None,✔,None,✔,None,✔,✔,None,None,✔,None,2,None,None,None,None,✔,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,114 m²RatesR 1800,,R 1800,,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,2024-02-23,T4371667
246,4 Bed House in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/44-st-andrews-road/T2401819,4,4,None,2,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,✔,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1980 m²,R 2363,,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,2024-02-23,T2401819
252,5 Bed House in Parkwood,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkwood/27-dudley-road/T4401081,5,2,4,2,None,✔,None,✔,✔,✔,None,None,Sold,None,None,None,✔,None,None,None,✔,✔,✔,✔,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1008 m²,R 3106,,gauteng,johannesburg,rosebank-and-parktown,parkwood,2024-02-23,T4401081
267,2 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/37-9th-street/T4370212,2,2,None,1,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,None,None,None,2,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,495 m²,R 2277,,gauteng,johannesburg,rosebank-and-parktown,parkhurst,2024-02-23,T4370212
294,966 m² Land available in Birnam,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/melrose-north/34-fort-ave/T3206340,None,None,None,None,None,None,None,None,None,None,None,None,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,966 m²,R 3500,,gauteng,johannesburg,rosebank-and-parktown,melrose-north,2024-02-23,T3206340
335,5 Bed House in Parkview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkview/83-dundalk-avenue/T4213680,5,3,None,3,None,None,✔,✔,✔,✔,None,None,Sold,None,2,None,✔,✔,✔,None,✔,✔,None,✔,None,None,✔,None,None,✔,None,✔,None,None,4,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1016 m²,R 3868,,gauteng,johannesburg,rosebank-and-parktown,parkview,2024-02-23,T4213680
347,3 Bed House in Parkview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkview/5-kerry-road/T4294135,3,2,None,3,None,✔,✔,✔,None,✔,None,None,Sold,None,1,None,✔,✔,None,None,✔,✔,None,✔,✔,None,None,None,None,✔,None,✔,✔,None,2,None,None,None,None,None,None,None,None,None,None,✔,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,,1024 m²,R 3661,,gauteng,johannesburg,rosebank-and-parktown,parkview,2024-02-23,T4294135
354,4 Bed House in Saxonwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/saxonwold/5-cotswold-drive/T3997787,4,2.5,None,1,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,2353 m²,R 4556,,gauteng,johannesburg,rosebank-and-parktown,saxonwold,2024-02-23,T3997787
358,3 Bed House in Parkview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkview/93-galway-road/T4410008,3,2.5,None,4,None,✔,✔,✔,✔,✔,None,None,Sold,None,1,None,✔,✔,✔,None,None,✔,✔,✔,None,✔,None,None,None,✔,None,✔,None,✔,3,None,None,None,None,None,None,None,None,None,None,✔,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,,1018 m²,R 3018,,gauteng,johannesburg,rosebank-and-parktown,parkview,2024-02-23,T4410008
373,4 Bed House in Parktown North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parktown-north/8-2nd-avenue/T4314456,4,4.5,None,2,None,None,None,✔,✔,✔,None,None,Sold,None,4,None,✔,✔,✔,None,None,✔,✔,✔,None,None,None,None,None,✔,✔,✔,✔,✔,2,None,None,None,None,None,✔,None,None,None,None,None,✔,None,✔,None,None,None,None,None,None,None,None,None,None,None,,1239 m²,R 3694,,gauteng,johannesburg,rosebank-and-parktown,parktown-north,2024-02-23,T4314456
400,4 Bed House in Parkview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkview/93-kilkenny-road/T4348467,4,4,None,2,None,✔,None,✔,✔,✔,None,None,Sold,None,4,None,✔,✔,✔,None,None,✔,None,✔,None,None,None,None,None,✔,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,✔,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,,1020 m²,R 3069,,gauteng,johannesburg,rosebank-and-parktown,parkview,2024-02-23,T4348467
450,3 Bed Apartment in Killarney,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/killarney/15-beverley-heights/4-riviera-rd/T3983124,3,2,None,None,None,None,None,None,None,None,None,None,Sold,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,159 m²None,,,,gauteng,johannesburg,rosebank-and-parktown,killarney,2024-02-23,T3983124
455,1 Bed Apartment in Rosebank,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/rosebank/701-the-vantage/58-tyrwhitt-avenue/T4103432,1,1,None,1,None,None,✔,None,None,None,None,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,59 m²None,,,,gauteng,johannesburg,rosebank-and-parktown,rosebank,2024-02-23,T4103432
475,2 Bed Apartment in Rosebank,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/rosebank/222-one-rosebank/222-cradock-avenue/T3712146,2,2,None,None,None,✔,None,✔,None,✔,✔,None,Sold,None,2,1,None,None,None,✔,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,80 m²None,,,,gauteng,johannesburg,rosebank-and-parktown,rosebank,2024-02-23,T3712146
476,4 Bed House in Orchards,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/orchards/36-orchards-road/T3575712,4,3,None,2,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,✔,None,✔,None,✔,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1372 m²None,,,gauteng,johannesburg,rosebank-and-parktown,orchards,2024-02-23,T3575712
501,3 Bed Cluster in Parktown North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parktown-north/27a-6th-avenue/T4043072,3,3.5,None,2,None,✔,✔,None,✔,✔,None,None,Sold,None,3,None,✔,✔,✔,None,None,✔,✔,✔,None,None,None,None,None,✔,✔,✔,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,,893 m²None,,,gauteng,johannesburg,rosebank-and-parktown,parktown-north,2024-02-23,T4043072
534,3 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/45-17th-street/T4386543,3,2,1,1,None,None,None,None,None,✔,None,RatesR 2000,Sold,1,None,None,None,None,None,None,None,✔,None,None,None,None,✔,None,✔,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,180 m²,496 m²,,,gauteng,johannesburg,rosebank-and-parktown,parkhurst,2024-02-23,T4386543
537,2 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/36-5th-street/T4464496,2,1,4,1,None,None,None,None,None,✔,None,RatesR 2000,Sold,1,None,None,None,None,None,None,None,✔,None,None,None,None,✔,None,✔,None,None,✔,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,180 m²,496 m²,,,gauteng,johannesburg,rosebank-and-parktown,parkhurst,2024-02-23,T4464496
546,3 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/94-17th-street/T4317313,3,2,None,1,None,None,None,None,None,None,✔,RatesR 2260,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,✔,None,None,None,✔,2,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,220 m²,495 m²,,,gauteng,johannesburg,rosebank-and-parktown,parkhurst,2024-02-23,T4317313
547,3 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/73-16th-street/T4277084,3,2,None,1,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,✔,None,None,None,None,2,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,826 m²,R 2169,,gauteng,johannesburg,rosebank-and-parktown,parkhurst,2024-02-23,T4277084
550,3 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/11-16th-street/T4192039,3,2,None,1,None,None,None,None,None,✔,None,RatesR 2000,Sold,1,None,None,None,None,None,None,None,✔,None,None,✔,None,✔,None,✔,✔,None,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,250 m²,496 m²,,,gauteng,johannesburg,rosebank-and-parktown,parkhurst,2024-02-23,T4192039
607,1 Bed Apartment in Parktown,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parktown/T4146435,1,1,None,None,None,✔,None,✔,None,✔,None,None,Sold,None,None,None,None,None,✔,None,None,✔,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,53 m²LevyR 1294,,,R 1294,gauteng,johannesburg,rosebank-and-parktown,parktown,2024-02-23,T4146435
612,1 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T3927759,1,1,None,1,None,None,None,None,None,✔,None,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,49 m²LevyR 1363,,,R 1363,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,2024-02-23,T3927759
625,1 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T4469881,1,1,1,1,None,None,None,None,None,✔,None,LevyR 2050,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,78 m²RatesR 549,,R 549,,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,2024-02-23,T4469881
642,1 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T3761980,1,1,None,1,None,None,None,None,None,✔,None,LevyR 1890,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,71 m²RatesR 486,,R 486,,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,2024-02-23,T3761980
704,1 Bed Apartment in Melrose Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/melrose-estate/T4349947,1,1,1,1,None,✔,None,✔,✔,✔,✔,None,Sold,1,None,None,None,None,✔,None,None,✔,None,None,None,None,✔,✔,✔,✔,None,None,None,None,None,None,✔,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,56 m²LevyR 1437,,,R 1437,gauteng,johannesburg,rosebank-and-parktown,melrose-estate,2024-02-23,T4349947
713,2 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T3936372,2,2,None,1,None,None,None,None,None,✔,None,LevyR 2723,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,102 m²RatesR 681,,R 681,,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,2024-02-23,T3936372
739,2 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T3927817,2,2,None,1,None,None,None,None,None,✔,None,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,104 m²LevyR 2777,,,R 2777,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,2024-02-23,T3927817
743,2 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T3640796,2,2,2,1,None,None,None,None,None,✔,None,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,109 m²LevyR 3100,,,R 3100,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,2024-02-23,T3640796
745,3 Bed Apartment in Killarney,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/killarney/T3129357,3,2,2,1,None,None,None,None,None,✔,None,LevyR 3082,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,142 m²RatesR 1200,,R 1200,,gauteng,johannesburg,rosebank-and-parktown,killarney,2024-02-23,T3129357
777,3 Bed Apartment in Killarney,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/killarney/T4457297,3,2,3,1,None,None,✔,None,None,None,None,LevyR 3137,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,148 m²RatesR 1726,,R 1726,,gauteng,johannesburg,rosebank-and-parktown,killarney,2024-02-23,T4457297
852,4 Bed House in Highlands North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/highlands-north/T4050490,4,2,2,4,None,None,None,✔,None,✔,None,None,Sold,None,None,None,None,None,✔,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,✔,1,None,None,None,None,None,✔,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,,1077 m²,R 1400,,gauteng,johannesburg,rosebank-and-parktown,highlands-north,2024-02-23,T4050490
865,2 Bed Apartment in Rosebank,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/rosebank/T4323671,2,1,None,1,None,None,None,None,None,None,None,RatesR 1500,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LevyR 2000,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,60 m²,60 m²,,,gauteng,johannesburg,rosebank-and-parktown,rosebank,2024-02-23,T4323671
878,4 Bed House in Highlands North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/highlands-north/T4354919,4,2,6,1,None,None,None,None,✔,None,✔,RatesR 1200,Sold,1,None,None,None,✔,None,None,✔,None,None,None,✔,✔,✔,None,✔,✔,None,✔,None,✔,2,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,990 m²,994 m²,,,gauteng,johannesburg,rosebank-and-parktown,highlands-north,2024-02-23,T4354919
888,3 Bed House in Gresswold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/gresswold/T4297537,3,2,None,1,None,None,None,None,None,None,None,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,✔,4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1487 m²,R 960,,gauteng,johannesburg,rosebank-and-parktown,gresswold,2024-02-23,T4297537
889,3 Bed Flat in Birdhaven,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/birdhaven/T4398295,3,2,None,1,None,None,None,None,None,None,✔,None,Sold,None,None,None,None,None,None,None,None,None,None,✔,None,None,✔,None,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,126 m²RatesR 1250,,R 1250,,gauteng,johannesburg,rosebank-and-parktown,birdhaven,2024-02-23,T4398295
900,4 Bed House in Highlands North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/highlands-north/T4273144,4,2,None,1,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,✔,None,✔,None,✔,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,774 m²,,R 1250,gauteng,johannesburg,rosebank-and-parktown,highlands-north,2024-02-23,T4273144
1113,2 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/T4269220,2,2.5,None,1,None,None,None,None,None,None,✔,RatesR 2095,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,✔,None,None,None,None,2,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,495 m²,498 m²,,,gauteng,johannesburg,rosebank-and-parktown,parkhurst,2024-02-23,T4269220
1174,3 Bed House in Craighall Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/T4272758,3,2,None,None,None,None,None,None,None,None,None,RatesR 2000,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,380 m²,1000 m²,,,gauteng,johannesburg,rosebank-and-parktown,craighall-park,2024-02-23,T4272758
1176,4 Bed House in Craighall Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/T4169460,4,2,None,1,None,None,None,None,✔,None,✔,RatesR 2783,Sold,1,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,✔,✔,None,None,None,✔,1,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1069 m²,1083 m²,,,gauteng,johannesburg,rosebank-and-parktown,craighall-park,2024-02-23,T4169460
1603,1 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T3913971,1,1,None,1,None,None,None,None,None,✔,None,None,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,✔,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,79 m²None,,,,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,2024-02-23,T3913971
1639,2 Bed Apartment in Killarney,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/killarney/T4211210,2,2,None,None,None,None,None,None,None,None,None,None,Sold,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,166 m²None,,,,gauteng,johannesburg,rosebank-and-parktown,killarney,2024-02-23,T4211210
1689,2 Bed Apartment in Melrose,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/melrose/T4427346,2,2,None,1,None,✔,✔,None,None,✔,None,None,Sold,1,1,2,None,None,None,None,None,None,None,None,None,None,✔,None,None,✔,None,None,✔,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,114 m²None,,,,gauteng,johannesburg,rosebank-and-parktown,melrose,2024-02-23,T4427346
1866,3 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/T4344557,3,2,None,2,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,None,None,None,2,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,495 m²None,,,gauteng,johannesburg,rosebank-and-parktown,parkhurst,2024-02-23,T4344557
1881,3 Bed House in Parkhurst,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkhurst/T4282827,3,3,None,None,None,None,None,None,None,None,None,None,Sold,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,✔,None,None,None,✔,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,495 m²None,,,gauteng,johannesburg,rosebank-and-parktown,parkhurst,2024-02-23,T4282827
1933,4 Bed House in Parkview,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parkview/T4331810,4,2.5,None,2,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,None,None,None,1,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,,1253 m²None,,,gauteng,johannesburg,rosebank-and-parktown,parkview,2024-02-23,T4331810
2053,4 Bed House in Waverley,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/waverley/T4110561,4,3.5,None,4,None,None,None,None,None,✔,None,None,Sold,1,None,None,None,None,None,None,None,✔,None,None,None,None,✔,None,✔,✔,None,✔,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1803 m²None,,,gauteng,johannesburg,rosebank-and-parktown,waverley,2024-02-23,T4110561
2138,4 Bed House in Melrose,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/melrose/T4352792,4,4.5,None,3,None,None,None,None,None,✔,None,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,✔,4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,524 m²,3271 m²,,,gauteng,johannesburg,rosebank-and-parktown,melrose,2024-02-23,T4352792
2180,3 Bed Apartment in Melrose,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/melrose/T4026203,3,2,2,1,None,None,None,None,None,✔,None,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,✔,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,gauteng,johannesburg,rosebank-and-parktown,melrose,2024-02-23,T4026203
2577,3 Bed Apartment in Glen Atholl,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/atholl/16-homestead-manor/82-homestead-road/T4452982,3,2,2,1,1,✔,✔,✔,✔,✔,✔,RatesR 755,Sold,1,1,None,None,✔,None,✔,None,None,None,None,None,✔,None,None,None,✔,None,None,None,None,None,None,None,None,LevyR 4055,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,109 m²,1.1 ha,,,gauteng,johannesburg,sandton-and-bryanston-north,atholl,2024-02-23,T4452982
