Unnamed: 0,Title,Href,Bedrooms,Bathrooms,Covered Parkings,Lounges,Storeys,Access Gate,Balcony,BIC,Electric Fencing,Kitchen,Security Post,Main Value 3,Price,Dining Areas,En-suite,Open Parkings,Alarm,Entrance Hall,Family Tv Room,Fenced,Fireplace,Garden,Guest Toilet,Intercom,Laundry,Pantry,Patio,Paving,Pet Friendly,Pool,Scullery,Staff Quarters,Storage,Study,Garages,Flatlets,Satellite,Wheel Chair Friendly,Main Value 4,Gym,Air Con,Scenic View,Club House,Deck,Built In Braai,Garden Cottage,Walk In Closet,Lapa,Irrigation System,Golf Course,Water Included,Furnished,Tv,Tennis Court,Spa Bath,Squash Court,Sea View,Jetty Berth,Borehole,Electricity Included,Floor Area,Land Area,Rates,Levy,Province,City,Suburb,Area,Sold Date,List ID
11758,3 Bed House in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/11-carriesbrook/138-bellairs-drive/T4310499,3,2,None,1,None,✔,None,None,✔,✔,✔,RatesR 991,Sold,1,1,None,None,✔,None,None,None,✔,None,✔,None,✔,✔,None,✔,None,✔,None,None,None,2,None,None,None,LevyR 1065,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,185 m²,319 m²,,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T4310499
11815,4 Bed Cluster in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/mb28-blandford-place/T4413719,4,3,None,1,2,None,✔,✔,None,✔,✔,LevyR 1720,Sold,1,1,None,None,None,None,None,✔,✔,None,✔,None,None,✔,✔,✔,None,✔,None,✔,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,376 m²,R 1200,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T4413719
11889,3 Bed Cluster in Boskruin,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/boskruin/19-bush-hill-glades/957-bush-hill-glades-street/T4494043,3,2,None,1,1,✔,None,✔,✔,✔,✔,RatesR 1440,Sold,1,1,None,✔,✔,None,✔,None,✔,✔,None,None,✔,✔,✔,✔,✔,✔,✔,None,None,2,None,✔,✔,LevyR 2030,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,210 m²,459 m²,,,gauteng,johannesburg,north-riding-to-lanseria,boskruin,2024-02-23,T4494043
11942,3 Bed Cluster in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/mf49-natalie-close/T4343315,3,2,None,1,None,None,✔,✔,✔,✔,✔,None,Sold,1,1,None,✔,None,✔,✔,None,✔,✔,None,None,None,✔,✔,✔,✔,None,✔,None,✔,2,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1012 m²,R 1865,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T4343315
12002,4 Bed House in Olivedale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/olivedale/1330-olivewood-estate/50-christo-avenue/T3983059,4,2.5,None,4,None,None,None,✔,None,✔,None,LevyR 3130,Sold,None,1,None,None,None,None,None,✔,✔,✔,None,None,None,✔,None,✔,✔,✔,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,471 m²,R 2165,,gauteng,johannesburg,north-riding-to-lanseria,olivedale,2024-02-23,T3983059
12011,3 Bed House in Monaghan Farm,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/lanseria-and-surrounds/114-poseidon-street/T4134190,3,2.5,5,2,None,✔,None,✔,✔,✔,✔,LevyR 8495,Sold,None,1,None,None,✔,None,✔,✔,✔,✔,None,None,None,✔,None,✔,✔,✔,✔,None,✔,None,None,None,None,None,None,None,✔,None,None,✔,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,,4418 m²,R 3100,,gauteng,johannesburg,north-riding-to-lanseria,lanseria-and-surrounds,2024-02-23,T4134190
12079,4 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/kentucky-crescent-104/T4479105,4,2,None,1,None,None,None,None,None,None,None,None,Sold,1,1,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,347 m²None,,,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,2024-02-23,T4479105
12163,2 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/127-thrinna-court/127-hyperion-street/T4470653,2,1,None,1,None,None,None,None,None,None,None,LevyR 1291,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,70 m²RatesR 396,,R 396,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T4470653
12429,3 Bed House in Olivedale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/olivedale/6-seil-place/T4244416,3,3,5,2,None,None,None,None,None,✔,None,RatesR 1250,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,230 m²,959 m²,,,gauteng,johannesburg,north-riding-to-lanseria,olivedale,2024-02-23,T4244416
12516,1 Bed Apartment in Chartwell,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/chartwell/151-b2b-tocara/7-birchwood-avenue/T4070509,1,1,1,1,None,None,None,✔,None,✔,✔,LevyR 1152,Sold,None,None,1,None,None,None,✔,None,None,None,✔,None,None,None,None,✔,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50 m²RatesR 742,,R 742,,gauteng,johannesburg,north-riding-to-lanseria,chartwell,2024-02-23,T4070509
12830,1 Bed Apartment in Jackal Creek Golf Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/jackal-creek-northriding/T4437645,1,1,None,1,None,✔,None,None,None,✔,✔,LevyR 2195,Sold,None,None,1,None,None,✔,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,51 m²RatesR 601,,R 601,,gauteng,johannesburg,north-riding-to-lanseria,jackal-creek-northriding,2024-02-23,T4437645
12834,1 Bed Apartment in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T3904123,1,1,1,1,None,None,✔,✔,None,✔,None,RatesR 370,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LevyR 748,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,50 m²,50 m²,,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T3904123
12938,2 Bed Apartment in Northgate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northgate/T4230837,2,2,1,1,None,None,None,None,None,None,None,LevyR 1400,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,109 m²RatesR 600,,R 600,,gauteng,johannesburg,north-riding-to-lanseria,northgate,2024-02-23,T4230837
12966,2 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4430737,2,1,2,1,None,None,None,None,None,None,✔,RatesR 590,Sold,None,None,None,✔,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,None,None,None,None,None,None,None,None,LevyR 1584,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,70 m²,7487 m²,,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T4430737
13037,3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4336013,3,1.5,2,1,None,None,None,None,None,None,None,None,Sold,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,✔,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,191 m²,R 345,,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,2024-02-23,T4336013
13051,3 Bed Townhouse in North Riding AH,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4421987,3,2,2,1,None,None,None,None,None,None,✔,LevyR 1431,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,63 m²RatesR 470,,R 470,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T4421987
13055,2 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4340980,2,1,2,1,None,None,None,✔,None,✔,None,LevyR 1829,Sold,None,None,None,None,None,✔,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,71 m²RatesR 336,,R 336,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T4340980
13088,2 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4426371,2,1,1,None,None,None,None,None,None,None,None,None,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,454 m²,R 187,,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,2024-02-23,T4426371
13204,3 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4273719,3,2,2,1,None,None,None,None,None,None,✔,LevyR 1815,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,139 m²RatesR 543,,R 543,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T4273719
13212,5 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4406868,5,5,2,1,None,None,None,None,None,None,None,RatesR 700,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,75 m²,389 m²,,,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,2024-02-23,T4406868
13265,6 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4469600,6,4,2,1,None,None,None,None,None,None,None,RatesR 600,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45 m²,300 m²,,,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,2024-02-23,T4469600
13294,3 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4416749,3,2,None,None,None,None,None,None,None,None,None,LevyR 2375,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,128 m²RatesR 449,,R 449,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T4416749
13309,3 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4454732,3,2,None,1,None,None,None,None,None,✔,None,LevyR 1578,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,111 m²RatesR 918,,R 918,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T4454732
13441,3 Bed House in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4474337,3,2,2,1,None,None,None,None,None,✔,None,LevyR 2624,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,387 m²,R 1088,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T4474337
13444,3 Bed Duplex in Sundowner,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sundowner/T4466338,3,2,None,1,None,None,None,None,None,None,✔,LevyR 2181,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,✔,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,127 m²RatesR 851,,R 851,,gauteng,johannesburg,north-riding-to-lanseria,sundowner,2024-02-23,T4466338
13467,3 Bed Townhouse in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4453553,3,2,None,1,None,None,None,None,None,✔,None,LevyR 2028,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,168 m²RatesR 1100,,R 1100,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T4453553
13537,4 Bed House in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/T4431557,4,3,None,1,None,None,None,✔,None,✔,None,RatesR 1548,Sold,1,2,None,None,None,None,None,None,✔,None,None,None,None,✔,✔,✔,✔,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,206 m²,611 m²,,,gauteng,johannesburg,north-riding-to-lanseria,bromhof,2024-02-23,T4431557
13559,4 Bed Townhouse in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/T4441702,4,2,None,2,None,None,None,None,✔,✔,None,LevyR 1683,Sold,1,1,2,None,None,None,None,None,✔,None,None,None,None,✔,✔,✔,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,209 m²RatesR 1280,,R 1280,,gauteng,johannesburg,north-riding-to-lanseria,bromhof,2024-02-23,T4441702
13565,3 Bed House in Johannesburg North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/johannesburg-north/T4415845,3,2,None,1,None,None,None,None,None,✔,None,None,Sold,1,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,✔,None,None,None,None,✔,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1321 m²,R 1275,,gauteng,johannesburg,north-riding-to-lanseria,johannesburg-north,2024-02-23,T4415845
13566,3 Bed Townhouse in Sundowner,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sundowner/T4329853,3,2.5,None,1,None,None,✔,None,None,None,✔,LevyR 1161,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,164 m²RatesR 980,,R 980,,gauteng,johannesburg,north-riding-to-lanseria,sundowner,2024-02-23,T4329853
13600,3 Bed House in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4472807,3,2,None,1,None,None,None,None,None,✔,None,LevyR 1937,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,None,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,363 m²,R 1265,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T4472807
13628,3 Bed Townhouse in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/T4418215,3,2.5,None,1,None,None,None,None,None,None,✔,LevyR 1645,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,167 m²RatesR 1027,,R 1027,,gauteng,johannesburg,north-riding-to-lanseria,bromhof,2024-02-23,T4418215
13688,3 Bed House in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4482484,3,3,2,1,None,None,None,None,None,✔,None,RatesR 1576,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,2,None,None,None,LevyR 1444,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,196 m²,465 m²,,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T4482484
13699,3923 m² Land available in Blair Atholl Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/blair-atholl-estate/T4037061,None,None,None,None,None,None,None,None,None,None,None,None,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,3923 m²,,R 13950,gauteng,johannesburg,north-riding-to-lanseria,blair-atholl-estate,2024-02-23,T4037061
13740,3 Bed House in Johannesburg North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/johannesburg-north/T4297410,3,2.5,None,5,None,None,None,None,None,None,✔,RatesR 1041,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,2,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,420 m²,1983 m²,,,gauteng,johannesburg,north-riding-to-lanseria,johannesburg-north,2024-02-23,T4297410
13749,4 Bed House in Sharonlea,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sharonlea/T4376543,4,3,4,1,None,✔,None,✔,None,✔,None,None,Sold,1,1,1,None,✔,✔,✔,✔,✔,✔,None,None,✔,None,✔,None,✔,✔,✔,None,✔,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1004 m²,R 1316,,gauteng,johannesburg,north-riding-to-lanseria,sharonlea,2024-02-23,T4376543
13807,3990 m² Land available in Blair Atholl Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/blair-atholl-estate/T4414506,None,None,None,None,None,None,None,None,None,None,None,LevyR 15980,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,3990 m²,R 3200,,gauteng,johannesburg,north-riding-to-lanseria,blair-atholl-estate,2024-02-23,T4414506
13824,4 Bed House in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4409362,4,2.5,None,1,None,None,✔,None,None,None,✔,LevyR 1243,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,✔,None,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,380 m²,R 2437,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T4409362
13830,4 Bed House in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/T4277755,4,3,None,2,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,✔,✔,None,None,None,✔,4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1000 m²,R 1400,,gauteng,johannesburg,north-riding-to-lanseria,northwold,2024-02-23,T4277755
13835,3 Bed House in Boskruin,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/boskruin/T4383351,3,2,None,None,None,None,None,None,None,None,None,RatesR 1603,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,2,None,None,None,LevyR 2030,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,210 m²,500 m²,,,gauteng,johannesburg,north-riding-to-lanseria,boskruin,2024-02-23,T4383351
13883,3 Bed House in Boskruin,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/boskruin/T4339389,3,3,None,1,None,✔,None,✔,None,✔,✔,LevyR 992,Sold,1,2,None,None,✔,✔,✔,None,✔,None,✔,None,✔,✔,✔,✔,✔,None,None,✔,None,2,None,None,None,None,None,None,✔,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,590 m²,R 2599,,gauteng,johannesburg,north-riding-to-lanseria,boskruin,2024-02-23,T4339389
13938,3 Bed Cluster in North Riding,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/north-riding/T4451325,3,2.5,None,3,None,✔,✔,✔,None,✔,✔,LevyR 2300,Sold,None,1,None,None,None,✔,None,None,✔,None,None,None,None,None,None,None,✔,None,None,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,506 m²,R 1935,,gauteng,johannesburg,north-riding-to-lanseria,north-riding,2024-02-23,T4451325
13978,2.6 ha Land available in Chartwell,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/chartwell/T4367991,None,None,None,None,None,None,None,None,None,None,None,None,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,2.6 ha,R 1329,,gauteng,johannesburg,north-riding-to-lanseria,chartwell,2024-02-23,T4367991
14116,5 Bed House in Lindley,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/lanseria-and-surrounds/T4450849,5,5.5,None,4,None,✔,✔,✔,None,✔,✔,RatesR 6623,Sold,None,5,None,None,✔,✔,✔,✔,✔,✔,None,✔,None,✔,None,✔,✔,✔,✔,None,None,7,None,None,None,LevyR 15980,✔,✔,✔,None,✔,✔,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,861 m²,3036 m²,,,gauteng,johannesburg,north-riding-to-lanseria,lanseria-and-surrounds,2024-02-23,T4450849
14166,2 Bed Townhouse in Northwold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/northwold/T4472309,2,1,1,1,None,✔,✔,✔,None,✔,✔,None,Sold,None,None,None,None,None,✔,None,None,None,None,None,None,None,✔,✔,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,80 m²None,,,,gauteng,johannesburg,north-riding-to-lanseria,northwold,2024-02-23,T4472309
14353,2 Bed House in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/T4463694,2,1,2,1,None,✔,None,✔,✔,✔,None,None,Sold,1,None,None,✔,None,✔,None,None,✔,None,None,None,None,None,✔,✔,None,None,None,None,None,1,✔,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,722 m²None,,,gauteng,johannesburg,north-riding-to-lanseria,bromhof,2024-02-23,T4463694
14357,6 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4267495,6,4,None,1,None,None,None,None,None,None,None,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,450 m²None,,,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,2024-02-23,T4267495
14396,3 Bed House in Cosmo City,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/cosmo-city/T4394141,3,2,None,1,None,✔,None,None,None,✔,None,None,Sold,1,1,None,✔,None,✔,None,None,✔,None,None,None,None,None,✔,✔,✔,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,634 m²None,,,gauteng,johannesburg,north-riding-to-lanseria,cosmo-city,2024-02-23,T4394141
14519,4 Bed House in Sundowner,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sundowner/T4440395,4,3.5,12,1,None,None,None,None,None,✔,None,None,Sold,1,None,None,None,None,None,None,None,✔,None,None,✔,None,✔,None,✔,None,None,✔,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,292 m²,1075 m²,,,gauteng,johannesburg,north-riding-to-lanseria,sundowner,2024-02-23,T4440395
14548,4 Bed House in Bromhof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/bromhof/T4221860,4,3,1,1,None,None,None,✔,None,✔,None,None,Sold,None,None,None,✔,None,✔,None,None,✔,None,None,None,None,✔,None,✔,✔,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,797 m²None,,,gauteng,johannesburg,north-riding-to-lanseria,bromhof,2024-02-23,T4221860
14575,5 Bed House in Johannesburg North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/johannesburg-north/T4304745,5,5,None,1,None,None,✔,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,✔,None,None,None,None,5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,269 m²,1203 m²,,,gauteng,johannesburg,north-riding-to-lanseria,johannesburg-north,2024-02-23,T4304745
