title,href,price,property_type,main_features,key_main_features,Floor Area,Land Area,Rates,Levy,Bedrooms,Bathrooms,Province,City,Suburb,Area,Listing Number,Sold Date
1 Bed Apartment in Sharonlea,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/north-riding-to-lanseria/sharonlea/T4487670,Sold,Apartment,"{'Floor Area': '44 m²', 'Rates': 'R 158', 'Levy': 'R 1149'}","{'Bedrooms': '1', 'Bathrooms': '1', 'Covered Parkings': '1', 'Lounges': '1', 'Balcony': '✔', 'Pool': '✔', 'Security Post': '✔'}",44,0,158,1149,1.0,1.0,gauteng,johannesburg,north-riding-to-lanseria,sharonlea,T4487670,2024-03-07
2 Bed Apartment in Fourways,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/fourways-sunninghill-and-lonehill/fourways/T4482319,Sold,Apartment,{},"{'Bedrooms': '2', 'Bathrooms': '1', 'Lounges': '1', 'Open Parkings': '5'}",0,0,0,0,2.0,1.0,gauteng,johannesburg,fourways-sunninghill-and-lonehill,fourways,T4482319,2024-03-07
1 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/48-baccarat-lodge/26-cedar/T4341974,Sold,Apartment,"{'Floor Area': '31 m²', 'Land Area': '1.4 ha'}","{'Bedrooms': '1', 'Bathrooms': '1', 'Lounges': '1', 'Open Parkings': '1', 'Kitchen': '✔', 'Pool': '✔'}",31,14,0,0,1.0,1.0,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,T4341974,2024-03-07
1 Bed Townhouse in Albertville,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/northcliff/albertville/67a-villa-barcelona/69-johannes-road/T4535315,Sold,Townhouse,"{'Floor Area': '38 m²', 'Land Area': '3.6 ha', 'Levy': 'R 1623'}","{'Bedrooms': '1', 'Bathrooms': '1', 'Lounges': '1', 'Open Parkings': '1', 'Access Gate': '✔', 'Built In Braai': '✔', 'Family Tv Room': '✔', 'Kitchen': '✔', 'Paving': '✔', 'Pool': '✔', 'Security Post': '✔'}",38,36,0,1623,1.0,1.0,gauteng,johannesburg,northcliff,albertville,T4535315,2024-03-07
Studio Apartment in Gresswold,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/gresswold/T4210991,Sold,Apartment,"{'Floor Area': '50 m²', 'Levy': 'R 806'}","{'Bedrooms': '0', 'Bathrooms': '1', 'Lounges': '1', 'Balcony': '✔', 'Security Post': '✔'}",50,0,0,806,0.0,1.0,gauteng,johannesburg,rosebank-and-parktown,gresswold,T4210991,2024-03-07
2 Bed House in Highlands North,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/highlands-north/T4249451,Sold,House,"{'Land Area': '357 m²', 'Rates': 'R 398'}","{'Bedrooms': '2', 'Bathrooms': '1'}",0,357,398,0,2.0,1.0,gauteng,johannesburg,rosebank-and-parktown,highlands-north,T4249451,2024-03-07
1 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T4314584,Sold,Apartment,"{'Floor Area': '70 m²', 'Rates': 'R 606', 'Levy': 'R 1870'}","{'Bedrooms': '1', 'Bathrooms': '1', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Kitchen': '✔', 'Pool': '✔'}",70,0,606,1870,1.0,1.0,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,T4314584,2024-03-07
1 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T4314570,Sold,Apartment,"{'Floor Area': '66 m²', 'Levy': 'R 1764'}","{'Bedrooms': '1', 'Bathrooms': '1', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Kitchen': '✔', 'Pool': '✔'}",66,0,0,1764,1.0,1.0,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,T4314570,2024-03-07
1 Bed Apartment in Craighall Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/104-hyde-park-heights/343-jan-smuts-avenue/T4459277,Sold,Apartment,"{'Floor Area': '74 m²', 'Land Area': '3953 m²', 'Rates': 'R 731', 'Levy': 'R 1293'}","{'Bedrooms': '1', 'Bathrooms': '1', 'Dining Areas': '1', 'Lounges': '1', 'Balcony': '✔', 'Security Post': '✔'}",74,3953,731,1293,1.0,1.0,gauteng,johannesburg,rosebank-and-parktown,craighall-park,T4459277,2024-03-07
1 Bed Flat in Parktown,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/parktown/T1985614,Sold,Flat,"{'Floor Area': '98 m²', 'Rates': 'R 300', 'Levy': 'R 1800'}","{'Bedrooms': '1', 'Bathrooms': '1', 'Security Post': '✔'}",98,0,300,1800,1.0,1.0,gauteng,johannesburg,rosebank-and-parktown,parktown,T1985614,2024-03-07
1 Bed Apartment in Houghton Estate,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/houghton-estate/T4469881,Sold,Apartment,"{'Floor Area': '78 m²', 'Rates': 'R 549', 'Levy': 'R 2050'}","{'Bedrooms': '1', 'Bathrooms': '1', 'Covered Parkings': '1', 'Dining Areas': '1', 'Lounges': '1', 'Kitchen': '✔', 'Pool': '✔'}",78,0,549,2050,1.0,1.0,gauteng,johannesburg,rosebank-and-parktown,houghton-estate,T4469881,2024-03-07
2 Bed Apartment in Craighall Park,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/craighall-park/T4404569,Sold,Apartment,"{'Floor Area': '109 m²', 'Rates': 'R 1780', 'Levy': 'R 2505'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Covered Parkings': '1', 'Dining Areas': '1', 'Lounges': '1', 'Balcony': '✔', 'Pet Friendly': '✔', 'Security Post': '✔'}",109,0,1780,2505,2.0,2.0,gauteng,johannesburg,rosebank-and-parktown,craighall-park,T4404569,2024-03-07
2 Bed Apartment in Riviera,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/rosebank-and-parktown/riviera/T4191422,Sold,Apartment,"{'Floor Area': '97 m²', 'Rates': 'R 800', 'Levy': 'R 3100'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Covered Parkings': '1', 'Dining Areas': '1', 'Lounges': '1', 'Balcony': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Pool': '✔', 'Staff Quarters': '✔'}",97,0,800,3100,2.0,2.0,gauteng,johannesburg,rosebank-and-parktown,riviera,T4191422,2024-03-07
1 Bed Townhouse in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T3924005,Sold,Townhouse,{},"{'Bedrooms': '1', 'Bathrooms': '1', 'Garages': '1', 'Lounges': '1', 'Open Parkings': '1', 'Access Gate': '✔', 'Electric Fencing': '✔', 'Fenced': '✔', 'Garden': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔'}",0,0,0,0,1.0,1.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T3924005,2024-03-07
2 Bed Townhouse in Windsor East,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/windsor-east/202-ss-lucinda/51-judges-avenue/T4344043,Sold,Townhouse,"{'Floor Area': '93 m²', 'Land Area': '1736 m²', 'Rates': 'R 419', 'Levy': 'R 1895'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Lounges': '1', 'Balcony': '✔', 'Pet Friendly': '✔', 'Pool': '✔'}",93,1736,419,1895,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,windsor-east,T4344043,2024-03-07
2 Bed Townhouse in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T4070032,Sold,Townhouse,"{'Floor Area': '62 m²', 'Land Area': '4000 m²', 'Rates': 'R 194', 'Levy': 'R 2760'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Lounges': '1', 'Open Parkings': '2', 'Access Gate': '✔', 'Family Tv Room': '✔', 'Kitchen': '✔'}",62,4000,194,2760,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4070032,2024-03-07
2 Bed Apartment in Cresta,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/cresta/17-motswiri/39-judges-avenue/T4376109,Sold,Apartment,{'Floor Area': '54 m²'},"{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '1', 'Dining Areas': '1', 'Lounges': '1', 'Electric Fencing': '✔', 'Security Post': '✔'}",54,0,0,0,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,cresta,T4376109,2024-03-07
3 Bed Townhouse in Windsor East,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/windsor-east/3-pine-wood/43-princesses-avenue/T4464032,Sold,Townhouse,"{'Floor Area': '137 m²', 'Land Area': '992 m²', 'Rates': 'R 411', 'Levy': 'R 1558'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Covered Parkings': '2', 'Dining Areas': '1', 'En-suite': '1', 'Lounges': '1', 'Storeys': '2', 'Access Gate': '✔', 'Balcony': '✔', 'BIC': '✔', 'Garden': '✔', 'Guest Toilet': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Paving': '✔', 'Storage': '✔', 'Walk In Closet': '✔'}",137,992,411,1558,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,windsor-east,T4464032,2024-03-07
2 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T4507202,Sold,Apartment,"{'Rates': 'R 500', 'Levy': 'R 1243'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '1'}",0,0,500,1243,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4507202,2024-03-07
2 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T4333401,Sold,Apartment,"{'Floor Area': '56 m²', 'Rates': 'R 880', 'Levy': 'R 1600'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Lounges': '1', 'Balcony': '✔', 'Pool': '✔'}",56,0,880,1600,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4333401,2024-03-07
3 Bed Townhouse in Windsor West,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/windsor-west/8-welwitschia/18-kings-avenue/T4464889,Sold,Townhouse,"{'Floor Area': '125 m²', 'Land Area': '1985 m²', 'Rates': 'R 450', 'Levy': 'R 1477'}","{'Bedrooms': '3', 'Bathrooms': '1', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Open Parkings': '1', 'Storeys': '2', 'Access Gate': '✔', 'Alarm': '✔', 'Balcony': '✔', 'BIC': '✔', 'Fireplace': '✔', 'Garden': '✔', 'Guest Toilet': '✔', 'Kitchen': '✔', 'Laundry': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔'}",125,1985,450,1477,3.0,1.0,gauteng,johannesburg,randburg-and-ferndale,windsor-west,T4464889,2024-03-07
2 Bed Townhouse in Windsor East,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/windsor-east/28-ss-el-dorado/34-princes-ave/T4463615,Sold,Townhouse,"{'Floor Area': '123 m²', 'Land Area': '7947 m²', 'Rates': 'R 372', 'Levy': 'R 1936'}","{'Bedrooms': '2', 'Bathrooms': '2.5', 'Lounges': '1', 'Balcony': '✔', 'Pet Friendly': '✔'}",123,7947,372,1936,2.0,2.5,gauteng,johannesburg,randburg-and-ferndale,windsor-east,T4463615,2024-03-07
2 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/15-fern-sundown/307-main-avenue/T4419058,Sold,Apartment,"{'Floor Area': '96 m²', 'Rates': 'R 350', 'Levy': 'R 1209'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Balcony': '✔', 'Pool': '✔', 'Security Post': '✔'}",96,0,350,1209,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4419058,2024-03-07
3 Bed Townhouse in Windsor West,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/windsor-west/7-sun-village/12-premiers-avenue/T4464034,Sold,Townhouse,"{'Floor Area': '130 m²', 'Land Area': '4457 m²', 'Rates': 'R 463', 'Levy': 'R 2046'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '1', 'Lounges': '1', 'Open Parkings': '1', 'Storeys': '2', 'Access Gate': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Fenced': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Laundry': '✔', 'Paving': '✔', 'Pool': '✔', 'Storage': '✔', 'Walk In Closet': '✔'}",130,4457,463,2046,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,windsor-west,T4464034,2024-03-07
2 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T4430216,Sold,Apartment,{'Floor Area': '84 m²'},"{'Bedrooms': '2', 'Bathrooms': '1', 'Lounges': '1', 'Open Parkings': '1', 'Access Gate': '✔', 'Fenced': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Paving': '✔', 'Security Post': '✔'}",84,0,0,0,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4430216,2024-03-07
2 Bed Apartment in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/T3963754,Sold,Apartment,"{'Floor Area': '73 m²', 'Rates': 'R 720', 'Levy': 'R 2118'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Lounges': '1', 'Open Parkings': '1', 'Access Gate': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Patio': '✔'}",73,0,720,2118,2.0,2.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T3963754,2024-03-07
2 Bed Apartment in Malanshof,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/malanshof/13-river-lodge/174-river-road/T4455039,Sold,Apartment,"{'Floor Area': '83 m²', 'Rates': 'R 300', 'Levy': 'R 2301'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Covered Parkings': '1', 'Dining Areas': '1', 'Lounges': '1', 'Patio': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Security Post': '✔'}",83,0,300,2301,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,malanshof,T4455039,2024-03-07
2 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/17-strathfern/332-surrey-avenue/T4459707,Sold,Apartment,"{'Floor Area': '93 m²', 'Land Area': '4019 m²', 'Rates': 'R 324', 'Levy': 'R 1573'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Garages': '2', 'Pool': '✔'}",93,4019,324,1573,2.0,2.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4459707,2024-03-07
2 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T4096510,Sold,Apartment,{'Floor Area': '85 m²'},"{'Bedrooms': '2', 'Bathrooms': '2', 'En-suite': '1', 'Lounges': '1', 'Open Parkings': '1', 'Access Gate': '✔', 'Balcony': '✔', 'Built In Braai': '✔', 'Electric Fencing': '✔', 'Entrance Hall': '✔', 'Fenced': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Paving': '✔', 'Pool': '✔', 'Security Post': '✔'}",85,0,0,0,2.0,2.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4096510,2024-03-07
2 Bed Townhouse in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/86-manor-park/26-pongola-ave/T4349830,Sold,Townhouse,"{'Floor Area': '71 m²', 'Rates': 'R 387', 'Levy': 'R 880'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Covered Parkings': '1', 'Lounges': '1', 'Open Parkings': '1', 'Kitchen': '✔', 'Pet Friendly': '✔'}",71,0,387,880,2.0,2.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4349830,2024-03-07
2 Bed Townhouse in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/T4397325,Sold,Townhouse,"{'Floor Area': '79 m²', 'Rates': 'R 663'}","{'Bedrooms': '2', 'Bathrooms': '2', 'Covered Parkings': '1', 'En-suite': '1', 'Lounges': '1', 'Storeys': '1', 'Access Gate': '✔', 'BIC': '✔', 'Fenced': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Patio': '✔'}",79,0,663,0,2.0,2.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4397325,2024-03-07
2 Bed Townhouse in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/T4482827,Sold,Townhouse,"{'Floor Area': '114 m²', 'Rates': 'R 556', 'Levy': 'R 1155'}","{'Bedrooms': '2', 'Bathrooms': '1', 'Garages': '2', 'Lounges': '1', 'Access Gate': '✔', 'Built In Braai': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Fenced': '✔', 'Garden': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Pantry': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔'}",114,0,556,1155,2.0,1.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4482827,2024-03-07
2 Bed Simplex in President Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/president-ridge/02-shanwood-lake/192-main-avenue/T4483406,Sold,Simplex,"{'Floor Area': '99 m²', 'Rates': 'R 603', 'Levy': 'R 2957'}","{'Bedrooms': '2', 'Bathrooms': '1.5', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Patio': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Security Post': '✔'}",99,0,603,2957,2.0,1.5,gauteng,johannesburg,randburg-and-ferndale,president-ridge,T4483406,2024-03-07
3 Bed Apartment in Ferndale,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/ferndale/T4269448,Sold,Apartment,"{'Floor Area': '89 m²', 'Land Area': '100 m²'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '1', 'Lounges': '1', 'Storeys': '1', 'Access Gate': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Entrance Hall': '✔', 'Family Tv Room': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Pet Friendly': '✔', 'Scullery': '✔'}",89,100,0,0,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,ferndale,T4269448,2024-03-07
3 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/164-dale-lace-avenue/T4507929,Sold,House,"{'Floor Area': '230 m²', 'Land Area': '1002 m²', 'Rates': 'R 1043'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '2', 'Lounges': '1', 'Storeys': '1', 'Access Gate': '✔', 'Alarm': '✔', 'Built In Braai': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Pantry': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Satellite': '✔', 'Study': '✔'}",230,1002,1043,0,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4507929,2024-03-07
3 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/8-kwartel-place/T4501518,Sold,House,"{'Land Area': '581 m²', 'Rates': 'R 1195'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'Garages': '2', 'Lounges': '1', 'Patio': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Security Post': '✔', 'Staff Quarters': '✔'}",0,581,1195,0,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4501518,2024-03-07
4 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/7-hibiscus-street/T4329941,Sold,House,"{'Land Area': '904 m²', 'Rates': 'R 1500'}","{'Bedrooms': '4', 'Bathrooms': '4', 'Covered Parkings': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '2', 'Lounges': '2', 'Access Gate': '✔', 'Alarm': '✔', 'Built In Braai': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Family Tv Room': '✔', 'Fenced': '✔', 'Fireplace': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔'}",0,904,1500,0,4.0,4.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4329941,2024-03-07
4 Bed House in Kensington B,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/kensington-b/T4321034,Sold,House,"{'Floor Area': '380 m²', 'Land Area': '995 m²', 'Rates': 'R 1033'}","{'Bedrooms': '4', 'Bathrooms': '3', 'Dining Areas': '1', 'Garages': '2', 'Lounges': '1', 'Alarm': '✔', 'Balcony': '✔', 'Fireplace': '✔', 'Flatlets': '✔', 'Laundry': '✔', 'Patio': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Security Post': '✔', 'Staff Quarters': '✔', 'Study': '✔'}",380,995,1033,0,4.0,3.0,gauteng,johannesburg,randburg-and-ferndale,kensington-b,T4321034,2024-03-07
4 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/16-makou-street/T4160235,Sold,House,"{'Land Area': '812 m²', 'Rates': 'R 1057'}","{'Bedrooms': '4', 'Bathrooms': '3', 'Dining Areas': '1', 'Garages': '2', 'Lounges': '1', 'Flatlets': '✔', 'Patio': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Security Post': '✔'}",0,812,1057,0,4.0,3.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4160235,2024-03-07
3 Bed Townhouse in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/21-sibongile-gardens/20-scott-avenue/T4382964,Sold,Townhouse,"{'Floor Area': '210 m²', 'Rates': 'R 1180', 'Levy': 'R 1930'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '3', 'Lounges': '1', 'Storeys': '2', 'Access Gate': '✔', 'Balcony': '✔', 'Built In Braai': '✔', 'BIC': '✔', 'Electric Fencing': '✔', 'Fireplace': '✔', 'Garden': '✔', 'Guest Toilet': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Pantry': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Satellite': '✔', 'Scullery': '✔'}",210,0,1180,1930,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4382964,2024-03-07
3 Bed House in Randpark,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark/T4390176,Sold,House,"{'Land Area': '1675 m²', 'Rates': 'R 1000'}","{'Bedrooms': '3', 'Bathrooms': '2.5', 'Covered Parkings': '4', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Laundry': '✔', 'Patio': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Security Post': '✔', 'Study': '✔'}",0,1675,1000,0,3.0,2.5,gauteng,johannesburg,randburg-and-ferndale,randpark,T4390176,2024-03-07
3 Bed House in Blairgowrie,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/blairgowrie/13-rio-road/T4519244,Sold,House,"{'Land Area': '675 m²', 'Rates': 'R 1224'}","{'Bedrooms': '3', 'Bathrooms': '2', 'Dining Areas': '1', 'En-suite': '1', 'Garages': '1', 'Lounges': '1', 'Open Parkings': '3', 'Access Gate': '✔', 'Family Tv Room': '✔', 'Fireplace': '✔', 'Garden': '✔', 'Kitchen': '✔', 'Paving': '✔', 'Pool': '✔', 'Staff Quarters': '✔', 'Storage': '✔'}",0,675,1224,0,3.0,2.0,gauteng,johannesburg,randburg-and-ferndale,blairgowrie,T4519244,2024-03-07
4 Bed House in Blairgowrie,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/blairgowrie/49-olympic-road/T4506214,Sold,House,"{'Land Area': '972 m²', 'Rates': 'R 1026'}","{'Bedrooms': '4', 'Bathrooms': '3', 'Dining Areas': '1', 'En-suite': '1', 'Lounges': '2', 'Open Parkings': '4', 'Access Gate': '✔', 'Air Con': '✔', 'Alarm': '✔', 'Electric Fencing': '✔', 'Family Tv Room': '✔', 'Fenced': '✔', 'Flatlets': '✔', 'Garden': '✔', 'Garden Cottage': '✔', 'Guest Toilet': '✔', 'Kitchen': '✔', 'Lapa': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔'}",0,972,1026,0,4.0,3.0,gauteng,johannesburg,randburg-and-ferndale,blairgowrie,T4506214,2024-03-07
5 Bed House in Randpark Ridge,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/randpark-ridge/188-dale-lace-avenue/T4449396,Sold,House,"{'Land Area': '1066 m²', 'Rates': 'R 2103', 'Levy': 'R 1'}","{'Bedrooms': '5', 'Bathrooms': '3', 'Dining Areas': '1', 'Garages': '3', 'Lounges': '2', 'Open Parkings': '1', 'Access Gate': '✔', 'Alarm': '✔', 'Balcony': '✔', 'Entrance Hall': '✔', 'Family Tv Room': '✔', 'Flatlets': '✔', 'Garden': '✔', 'Garden Cottage': '✔', 'Kitchen': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Scullery': '✔', 'Study': '✔'}",0,1066,2103,1,5.0,3.0,gauteng,johannesburg,randburg-and-ferndale,randpark-ridge,T4449396,2024-03-07
4 Bed House in Blairgowrie,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/randburg-and-ferndale/blairgowrie/18-loots-road/T4427544,Sold,House,"{'Land Area': '991 m²', 'Rates': 'R 1129', 'Levy': 'R 1'}","{'Bedrooms': '4', 'Bathrooms': '3', 'Dining Areas': '1', 'Garages': '1', 'Lounges': '1', 'Open Parkings': '4', 'Access Gate': '✔', 'Alarm': '✔', 'Built In Braai': '✔', 'Electric Fencing': '✔', 'Family Tv Room': '✔', 'Fireplace': '✔', 'Flatlets': '✔', 'Garden': '✔', 'Garden Cottage': '✔', 'Guest Toilet': '✔', 'Intercom': '✔', 'Kitchen': '✔', 'Pantry': '✔', 'Patio': '✔', 'Paving': '✔', 'Pet Friendly': '✔', 'Pool': '✔', 'Staff Quarters': '✔', 'Storage': '✔'}",0,991,1129,1,4.0,3.0,gauteng,johannesburg,randburg-and-ferndale,blairgowrie,T4427544,2024-03-07
